geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_zorg;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysiotherapie;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiezorg;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
M; 0 t/m  4 jaar;GRONINGEN;4871;4342.49;7228950.76;448171.12;292937.74;167006.44;19285.11;443935.5;113942.53;168757.41;165920.8;203599.81;22703.75;110037.44;0;0;41183.7;0;0;0;385179.98;0;0;222.66;780056.47;0;0;0
M; 0 t/m  4 jaar;GULPEN-WITTEM;251;228.59;415446.97;31938.67;15061.5;8341.6;950.62;19640.17;4285.7;5710.82;7461.19;21617.19;3433.48;1360.84;0;0;985.34;0;0;0;175.6;0;0;0;3199.52;0;0;0
M; 0 t/m  4 jaar;HAAKSBERGEN;528;477.85;718084.49;70122.34;31952.12;17811.47;5073.94;39865.83;29575.94;15108.8;19851.62;47910.63;16490.56;6260.18;0;0;669.37;0;0;0;93452.52;0;0;0;151279.41;0;0;0
M; 0 t/m  4 jaar;HAARLEM;4660;4121.44;5402114.12;292912.95;281118.21;162732.35;83318.25;482767.74;89429.45;176904.95;115346.02;272988.7;5512.96;97003.96;0;0;51758.34;0;0;0;29385.35;0;0;348.55;465607.42;0;0;0
M; 0 t/m  4 jaar;HAARLEMMERMEER;4148;3673.47;7042427.17;385611.14;243206.23;156599.3;55103.27;453614;100208.29;134040.84;159178.73;218141.03;5150.4;147559.18;0;0;48101.7;0;0;0;458266.82;0;0;150.68;745153.98;0;0;0
M; 0 t/m  4 jaar;HALDERBERGE;705;627.9;1143599.16;61063.43;42374.62;23457.57;511.32;67197.64;10221.07;19009.9;24969.38;46312.63;3654.26;26913.28;0;0;3911.49;0;0;0;9165.74;0;0;110;135581.63;0;0;0
M; 0 t/m  4 jaar;HARDENBERG;1629;1471.7;3026023.58;108711.31;98764.69;53683.71;4458.58;171643.62;57435.23;37054.41;50402.75;144250.71;7904.68;36630;0;0;4134.13;0;0;0;329815.72;0;0;0;183502.01;0;0;0
M; 0 t/m  4 jaar;HARDERWIJK;1352;1205.55;2444332.72;149148.08;81546.84;50238.22;43596.49;116220.95;31570.95;42718.54;34503.99;94893.47;28306.12;33177.4;0;0;40913.07;0;0;0;20403.22;0;0;0;182981.06;0;0;0
M; 0 t/m  4 jaar;HARDINXVELD-GIESSENDAM;619;554.28;655978.52;35009.11;38382.19;18508.06;33057.71;43594.13;18335.42;14592.33;21157.83;22850.86;605.2;10821.64;0;0;187.83;0;0;0;12744.45;0;0;0;49736;0;0;0
M; 0 t/m  4 jaar;HARLINGEN;315;284.59;410177.76;17141.4;19735.77;9622.47;2715.26;33933.08;4800.87;6713.93;12795.31;27093.66;2533.88;8903.06;0;0;1736.09;0;0;0;26021.85;0;0;228.8;79329.68;0;0;0
M; 0 t/m  4 jaar;HATTEM;325;294.81;173385;20086.97;20068.02;10398.64;163.41;28908.11;10046.76;7074.82;12324.45;23159.31;426.6;0;0;0;770.98;0;0;0;0;0;0;111.07;34461.85;0;0;0
M; 0 t/m  4 jaar;HEEMSKERK;933;837.21;1407798.63;85129.93;57090.85;36450.26;17031.59;90351.93;18696.34;32493.05;47253.17;39663.72;681;18456.86;0;0;2151.03;0;0;0;10864.21;0;0;229.2;123892.36;0;0;0
M; 0 t/m  4 jaar;HEEMSTEDE;670;616.71;538467.06;51810.44;41951.18;23257.72;12698.65;59205.99;9241.4;21407.96;17178.73;40052.28;0;12371.02;0;0;5724.66;0;0;0;5759;0;0;0;101652.42;0;0;0
M; 0 t/m  4 jaar;HEERDE;454;407.37;979844.26;39286.81;27060.71;18628.55;158.96;45681.45;34811.79;14241.94;16972.42;21192.77;12299.8;7566.08;0;0;591.41;0;0;0;65941.87;0;0;0;92170.2;0;0;0
M; 0 t/m  4 jaar;HEERENVEEN;1166;1065.22;1148031.18;82647.78;73374.46;36774.28;7012.77;134668.49;48640.58;31876.01;26942.58;60319.36;13612.07;14437.06;0;0;6977.18;0;0;0;109328.75;0;0;0;95454.35;0;0;0
M; 0 t/m  4 jaar;HEERLEN;1814;1624.19;2989241.53;221440.05;114785.05;81919.7;3721.95;228044.2;28965.27;71672.04;89097.25;246777.38;15046.21;50004.18;0;0;27198.54;0;0;0;18905.31;0;0;51.66;281709.84;0;0;0
M; 0 t/m  4 jaar;HEEZE-LEENDE;393;349.47;506379.06;43984.97;23458.75;16437.2;121.41;28847.65;10057.33;8826.65;16724.43;23737.61;8572.92;6399.44;0;0;4541.04;0;0;0;23312.75;0;0;0;87185.46;0;0;0
M; 0 t/m  4 jaar;HEILOO;556;508.25;808319.77;48635.2;34209.68;17908.26;215.6;39767.76;25240.6;13691.3;22202.7;15396.71;4236.64;12242.18;0;0;843.54;0;0;0;13158.48;0;0;0;89517.13;0;0;0
M; 0 t/m  4 jaar;HELLENDOORN;827;760.1;1221571.42;128621.33;51702.17;30141.11;8326.35;67320.41;35484.73;26460.87;45302.34;66062.12;20557.95;12146.92;0;0;4984.58;0;0;0;22234.72;0;0;92.69;307576.73;0;0;0
M; 0 t/m  4 jaar;HELMOND;2346;2089.19;3651713.47;235163.4;147640.72;101211.72;10356.16;240555.15;36093.85;67635.97;67710.41;193456.63;9603.03;49494.52;0;0;31189.06;0;0;0;124609.75;157.68;0;72.56;612681.49;0;0;0
M; 0 t/m  4 jaar;HENDRIK-IDO-AMBACHT;1088;978.51;1317413.54;269153.5;65746.82;39630.28;12474.36;97472.15;21165.05;27726.34;35693.57;63780.13;1881.58;25585.46;0;0;9052.84;0;0;0;19280.01;0;0;0;104021.39;0;0;0
M; 0 t/m  4 jaar;HENGELO;1773;1578.77;2686055.19;173807.72;93536.49;54997.7;13777.01;204897.77;36997.57;48950.48;83828.48;196029.49;948.28;29307.44;0;0;6727.95;0;0;0;46462.6;0;0;174.23;226633.32;0;0;0
M; 0 t/m  4 jaar;HET HOGELAND;1054;960.32;1411724.07;85902.66;64935.87;36779.26;672.46;83746.24;17516.35;33768.21;33318.18;62566.36;12177.36;23225.9;0;0;6286.75;0;0;0;16127.97;0;0;232.47;161411.31;0;0;0
M; 0 t/m  4 jaar;HEUMEN;379;334.2;500502.95;48514.9;22183.5;14506.52;698.3;41458.91;2890.64;11858.93;13541.85;24938.64;0;9744.22;0;0;521.55;0;0;0;1113.87;0;0;0;10844.59;0;0;0
M; 0 t/m  4 jaar;HEUSDEN;1076;968.65;1524872.07;77411.73;66089.53;45606.33;1565.72;100855.07;28400.76;35001.32;50128.87;79849.36;25685.28;32031.42;0;0;5133.33;0;0;0;1599.2;0;0;0;242972.91;0;0;0
M; 0 t/m  4 jaar;HILLEGOM;532;476.08;656413.6;52795.9;31453.8;19441.54;8048.23;61455.63;6182.52;18670.03;15757.4;11691.73;2045.48;12714.14;0;0;2329.47;0;0;0;1911.6;0;0;0;1652.55;0;0;0
M; 0 t/m  4 jaar;HILVARENBEEK;387;347.59;745206.3;30793.36;23376.84;11190.34;198.36;24445.22;7504.29;8463.96;20007.99;15641.09;0;11181.92;0;0;1825.28;0;0;0;3200;0;0;0;11063.41;0;0;0
M; 0 t/m  4 jaar;HILVERSUM;2528;2228.09;2956032.02;173224.89;150496.52;88018.59;44723.97;225295.56;63507.84;66015.59;75477.46;132448.6;0;35605.7;0;0;20630.29;0;0;0;28472.68;0;0;710.57;143127.86;0;0;0
M; 0 t/m  4 jaar;HOEKSCHE WAARD;2159;1939.89;3273947.69;190007.95;130042.86;70197.96;2730.25;243426.97;65249.87;47307.03;47030.5;84738.55;9402.93;63677.99;0;0;3004.7;0;0;0;56371.9;0;0;371.26;43523.42;0;0;0
M; 0 t/m  4 jaar;HOF VAN TWENTE;725;642.26;1380080.22;71060.55;42841.39;26308.22;4661.25;63487.49;14031.77;18258.79;23601.98;74368.89;11637.98;19096.36;0;0;508.01;0;0;0;13799.25;0;0;236.17;128583.21;0;0;0
M; 0 t/m  4 jaar;HOLLANDS KROON;1150;1029.8;1629044.67;65750.57;68565.16;37587.86;2364.46;100278.23;44892.46;34878.65;27963.11;75038.86;5607.06;28621.72;0;0;5381.96;0;0;0;23836.15;0;0;0;55152.55;0;0;0
M; 0 t/m  4 jaar;HOOGEVEEN;1270;1152.6;4479800.22;143791.17;79220.86;54391.6;23953.39;147577.98;46574.34;43434;35008.01;72227.82;2235.52;58120.23;0;0;3396.88;0;0;0;65904.22;0;0;467.82;141101.89;0;0;0
M; 0 t/m  4 jaar;HOORN;2003;1799.46;3329127.16;178391.74;123943.23;75079.88;18897.95;218186.68;47258.47;79679.53;44240.68;104444.59;8254.72;67845.27;0;0;10325.33;0;0;0;117713.55;0;0;300.28;109692.27;0;0;0
M; 0 t/m  4 jaar;HORST AAN DE MAAS;941;841;1165999.37;104705.94;57534.46;35270.39;7396.76;91418.15;35756;32856.24;32034.1;61056.81;6320.82;22816.75;0;0;3678;0;0;0;123468.03;0;0;0;139460.79;0;0;0
M; 0 t/m  4 jaar;HOUTEN;1370;1238.48;2472243.41;127963.72;83274.19;45499.27;20266.67;149180.21;36195.25;33592.33;54955.4;83815.11;1955.92;19448.5;0;0;6011.34;0;0;0;10134.77;0;0;168.36;254177.86;0;0;0
M; 0 t/m  4 jaar;HUIZEN;943;845.97;1062019.46;88395.38;56112.81;36584.95;18245.19;106646.68;16244.1;30988.89;30179.21;49944.66;0;20717.1;0;0;5238.48;0;0;0;742.4;0;0;139.2;37727.62;0;0;0
M; 0 t/m  4 jaar;HULST;475;421.9;708864.34;64260.12;27020.87;18188.09;123.37;55151.57;4394.37;12260.85;11903.74;28395.25;2199.63;7171.04;0;0;311535.23;0;0;0;569.8;0;0;0;41250.48;0;0;0
M; 0 t/m  4 jaar;IJSSELSTEIN;804;721.8;1261373.53;108866.12;49677.3;29584.12;11393.34;91227.32;25949.27;23921.32;37759.27;53145.36;2658.48;17832.3;0;0;4792.35;0;0;0;8255.11;0;0;0;200920.4;0;0;0
M; 0 t/m  4 jaar;KAAG EN BRAASSEM;790;705.7;1411917.8;93223.03;47894.85;27580.38;11345.7;90444.06;10069.4;30594.78;22781;41731.9;0;28737.03;0;0;3424.52;0;0;0;138186.85;0;0;0;79187.95;0;0;0
M; 0 t/m  4 jaar;KAMPEN;1710;1553.86;2321033.57;105437.09;105786.55;52094.12;565.07;157237.03;63798.76;38884.29;75098.06;60835.77;8911.36;20506.76;0;0;1698.74;0;0;0;449258.03;0;0;384.3;113348.16;0;0;0
M; 0 t/m  4 jaar;KAPELLE;304;277.62;246690.98;25776.07;18645.39;8417.33;84.72;26593.25;1410.48;8494.6;7296.55;14041.13;0;6437.12;0;0;1224.75;0;0;0;204.12;0;0;0;2151.08;0;0;0
M; 0 t/m  4 jaar;KATWIJK;1886;1704.85;3560999.9;204347.17;116015.06;73221.13;30294.92;218541.24;43025.46;51804.33;73436.32;84818.64;2567.16;53609.89;0;0;6173.92;0;0;0;148248.52;0;0;0;417580.08;0;0;0
M; 0 t/m  4 jaar;KERKRADE;827;726.31;1202959.27;108214.55;48948.41;37058.99;1870.79;92404.05;18066.1;35171.1;44145.74;112902.24;2976.48;9740.12;0;0;29224.03;0;0;0;9706.16;0;0;0;154922.73;0;0;0
M; 0 t/m  4 jaar;KOGGENLAND;601;529.95;622187.65;50092.65;35429.22;16212.03;5598.82;44669.44;16470.47;22988.11;16630.84;30945.12;16710.09;6959.82;0;0;2391.82;0;0;0;91573.33;0;0;78.12;50414.32;0;0;0
M; 0 t/m  4 jaar;KRIMPEN AAN DEN IJSSEL;791;718.58;2154907.04;74848.2;48395.68;22835.49;13017.35;71121.83;20552.08;26269.11;35864.74;48072.59;4907.18;15414.7;0;0;925.15;0;0;0;9644.62;0;0;130.6;184415.47;0;0;0
M; 0 t/m  4 jaar;KRIMPENERWAARD;1591;1427;1622815.8;148500.81;95634.52;56870.78;11512.05;128592.4;37371.3;42970.41;46380.89;71680.32;161.64;20379.05;0;0;13653.52;0;0;0;16569.53;0;0;71;76027.38;0;0;0
M; 0 t/m  4 jaar;LAARBEEK;549;498.14;1332263.25;68112.22;32913.57;24801.41;446.66;48626.42;19037.3;13164.37;25432.22;32038.58;0;12288.68;0;0;2511.8;0;0;0;42829.84;0;0;0;41899.55;0;0;0
M; 0 t/m  4 jaar;LAND VAN CUIJK;2112;1880.28;3189478.71;231580.6;129588.47;80899.25;13758.37;229901.81;47454.55;83357.43;104438.78;166155.04;16340.81;54094.67;0;0;10066.85;0;0;0;22438.01;0;0;0;300069.51;0;0;0
M; 0 t/m  4 jaar;LANDGRAAF;725;645.9;1121785.64;90005.13;42993.25;33061.49;530.96;84936.51;18876.75;28086.8;35250.61;108917.99;1631.68;7653.14;0;0;32023.81;0;0;0;3182.4;0;0;0;258145.34;0;0;0
M; 0 t/m  4 jaar;LANDSMEER;308;276.21;369242.05;23051.79;18529.49;12459.02;3503.61;32044.52;1458.28;11026.64;7915.8;8904.02;0;2814.58;0;0;868.65;0;0;0;971.1;0;0;0;64030.64;0;0;0
M; 0 t/m  4 jaar;LANSINGERLAND;1946;1757.11;2662275.57;213078.79;100799.71;55063.11;36320.29;228269.26;33322.44;64825.7;91244.18;79340.86;6543.6;45205.62;0;0;14311.85;0;0;0;31406.88;0;0;678.72;183353.14;0;0;0
M; 0 t/m  4 jaar;LAREN;282;251.67;362446.93;19474.25;16392.26;11960.73;4797.14;27846.01;5642.3;4814.07;5435.07;7631.16;845.8;3622.54;0;0;5090.67;0;0;0;0;0;0;0;665.96;0;0;0
M; 0 t/m  4 jaar;LEEUWARDEN;2999;2665.23;5141310.24;249111.01;171299.11;93804.94;31193.29;374900.68;67623.02;88860.47;100441.03;129950.69;468.55;92525.35;0;0;12695.93;0;0;0;154281.2;0;0;72.56;423160.45;0;0;0
M; 0 t/m  4 jaar;LEIDEN;2463;2180.64;4172750.74;257170.38;148249.58;87153.77;39204.81;276508.64;50377.54;72381.39;97459.51;146315.7;4542.88;65265.62;0;0;15369;0;0;0;198615.5;0;0;211.76;194904.86;0;0;0
M; 0 t/m  4 jaar;LEIDERDORP;687;615.64;712204.68;54521.43;41214.91;21269.96;11479.46;80101.97;9021.43;22006.66;28232.51;33799.68;96.36;13334.98;0;0;1553.33;0;0;0;3555.25;0;0;0;73704.76;0;0;0
M; 0 t/m  4 jaar;LEIDSCHENDAM-VOORBURG;1887;1683.32;2978319.98;143376.23;109543.13;70197.1;7772.36;194132.56;40918.04;74099.33;46172.17;84226.23;2641.19;35268.28;0;0;13639.42;0;0;0;3903.11;0;0;689.33;117429.52;0;0;0
M; 0 t/m  4 jaar;LELYSTAD;2251;2017.23;4721964.85;242829.22;137319.46;85437.72;2419.13;273835.32;93444.13;82763.41;84069.65;151645.48;11064.86;79441.75;0;0;16068.18;0;0;0;126042.33;0;0;226.41;404290.29;0;0;0
M; 0 t/m  4 jaar;LEUDAL;713;634.97;1282891.13;105070.97;43330.57;30240.77;684.48;72867.75;5672.76;21398.63;22294.17;37650.48;156.52;15793.18;0;0;3761.07;0;0;0;5234.82;0;0;0;37847.56;0;0;0
M; 0 t/m  4 jaar;LEUSDEN;799;728.1;1131738.17;60872.99;48471.64;25882.74;11838.78;71733.31;13011.3;17699.95;19743.13;40301.19;0;22803.42;0;0;3097.06;0;0;0;12947.08;0;0;0;48687.73;0;0;0
M; 0 t/m  4 jaar;LINGEWAARD;1092;976.95;1687767.34;96984.64;66038.23;45701.76;10221.69;115080.26;14556.37;34964.8;49171.35;107137.94;5978.34;26560.12;0;0;1702.69;0;0;0;14351.84;0;0;101.35;113163.66;0;0;0
M; 0 t/m  4 jaar;LISSE;586;520.24;761977.21;32029.18;35563.79;21713.97;6373.75;64605.2;31102.34;16096.69;27993.74;18109;4195.76;13057.64;0;0;615.59;0;0;0;38573.22;0;0;0;55022.95;0;0;0
M; 0 t/m  4 jaar;LOCHEM;658;593.41;1313948.42;60469.06;40373.78;23380.51;337.1;61786.79;51660.84;13229.89;25324.16;67347.88;6432.94;13512.38;0;0;2441.39;0;0;0;19153.44;0;0;0;23927.56;0;0;0
M; 0 t/m  4 jaar;LOON OP ZAND;589;528.17;1060893.9;67458.6;35426.9;25723.91;437.75;59926.26;19363.63;11764.08;30038.17;37585.36;1867.92;15785.54;0;0;4366.13;0;0;0;59703.51;0;0;362.8;119273.74;0;0;0
M; 0 t/m  4 jaar;LOPIK;400;359.98;579112.02;57128.5;24139.29;13596.26;5282.78;42118.99;8363.6;10776.64;14107.22;25081.26;1115.57;7534.82;0;0;775.37;0;0;0;2835.69;0;0;0;34131.8;0;0;0
M; 0 t/m  4 jaar;LOSSER;557;504.75;907272.86;50545.3;33362.04;14769.06;4303.14;41570.07;8929.58;17046.32;22659.1;47448.65;5199.83;15741.02;0;0;6917.3;0;0;0;12882.08;0;0;0;137706.2;0;0;0
M; 0 t/m  4 jaar;MAASDRIEL;587;534.7;1381750.06;73195.94;36204.12;22068.21;6529.34;52134.32;37158.25;15461.72;40247.72;26982.71;2887.44;14019.66;0;0;1788.35;0;0;0;15869.41;0;0;0;130440.63;0;0;0
M; 0 t/m  4 jaar;MAASGOUW;489;428.52;1240577.9;67701.76;29198.48;26182.63;177.1;52609.62;25197.35;14703.72;33548;28681.02;992.72;13667.4;0;0;39261.53;0;0;0;132303.71;0;0;0;61526.58;0;0;0
M; 0 t/m  4 jaar;MAASHORST;1422;1291.38;2020553.19;176278.73;86547.99;62092.63;361.98;146370.72;27210.86;41887.86;79612.51;120020.93;8711.21;38254.21;0;0;5030.62;0;0;0;61494.93;0;0;0;283442.78;0;0;0
M; 0 t/m  4 jaar;MAASSLUIS;1005;893.7;1253269.49;103840.43;59970.29;1688.88;3156.26;153020.22;19327.85;33235.43;38731.15;36014.07;2840.68;34989.34;0;0;6072.68;0;0;0;3434.22;0;0;2392.69;35799.11;0;0;0
M; 0 t/m  4 jaar;MAASTRICHT;2092;1842.32;3138158.74;304279.89;127103.71;91718.51;35602.42;185367.64;40839.44;55145.84;106693.77;286628.3;401;64848.28;0;0;112422.14;0;0;0;135789.29;0;0;0;477223.66;0;0;0
M; 0 t/m  4 jaar;MEDEMBLIK;1052;944.62;1165571.76;188115.48;63301.68;32886.74;9830.61;95841.56;26830.28;45212.2;20633.35;65267.74;15822.18;16196.9;0;0;2186.78;0;0;0;6958.68;0;0;113.86;97406.98;0;0;0
M; 0 t/m  4 jaar;MEERSSEN;340;306.25;690650.87;49836.05;20016.58;13468.62;5345.11;26864.7;16170.56;5453.83;12089.95;37174.05;843.34;6944.26;0;0;1529.86;0;0;0;73208.52;0;0;0;18914.63;0;0;0
M; 0 t/m  4 jaar;MEIERIJSTAD;2081;1860.91;3673221.32;371285.06;125390.18;96238.08;1589.69;201957.37;23769.88;67944.75;91253.13;134950.61;13154.52;56088.75;0;0;27155.97;0;0;0;43099.79;0;0;72.18;378516.4;0;0;0
M; 0 t/m  4 jaar;MEPPEL;843;760.43;927009.37;50823.11;51978.21;31171.07;16950.85;96057.82;24612.14;31948.6;34096.16;53558.95;7832.02;14130.1;0;0;2973.35;0;0;0;100070.76;0;0;111.07;80011.18;0;0;0
M; 0 t/m  4 jaar;MIDDELBURG;1203;1082.69;1570163.57;130662.27;74368.64;38682.48;549.58;142989.2;28048.58;36011.3;53546.29;51080.4;44123;38261.93;0;0;14260.72;0;0;0;30375.29;0;0;0;515525.6;0;0;0
M; 0 t/m  4 jaar;MIDDEN-DELFLAND;488;438.21;749193.2;49497.83;28139.67;721.47;1386.6;69324.05;15383.29;16030.02;16892.63;17971.79;0;9836.32;0;0;10240.59;0;0;0;2005.7;0;0;790;9254.43;0;0;0
M; 0 t/m  4 jaar;MIDDEN-DRENTHE;730;661.19;845665.3;64752.65;45271.56;23277.02;11764.17;67784.18;12083.52;26236.68;23779.18;31907.72;1735.49;13088.1;0;0;269.86;0;0;0;214310.09;0;0;0;43872.32;0;0;0
M; 0 t/m  4 jaar;MIDDEN-GRONINGEN;1329;1197.41;2204132.62;155827.15;82472.7;50514.54;1072.51;125794.43;37753.14;44899.82;76287.8;71823.07;11393.67;33884.62;0;0;3510.53;0;0;0;62603.15;0;0;15.84;158052.97;0;0;0
M; 0 t/m  4 jaar;MOERDIJK;879;781.38;1146884.06;105402.93;52037.06;34524.83;708.4;80364.83;46702.99;20717.96;32596.68;52799.02;17374.96;16259.18;0;0;1848.63;0;0;0;158470.21;0;0;0;235323.67;0;0;0
M; 0 t/m  4 jaar;MOLENLANDEN;1228;1100.48;2067741.05;89567.07;74306.41;39601.32;31773.86;90844.41;47025.79;36386.68;34034.39;53523.26;7989.19;15102.46;0;0;1061.38;0;0;0;34751.24;0;0;0;101875.37;0;0;0
M; 0 t/m  4 jaar;MONTFERLAND;825;743.86;1020089.64;78962.45;49855.89;29833.26;12686.15;90659.75;18071.11;23402.27;40674.2;113234.89;5136.38;11038.52;0;0;4036.81;0;0;0;15252.81;0;0;19.7;139067.14;0;0;0
M; 0 t/m  4 jaar;MONTFOORT;347;315.37;930109.99;42572.06;21111.03;11207.67;4875.34;33295.14;13719.19;13290.02;9395.07;15024.12;0;5028.18;0;0;0;0;0;0;3270.46;0;0;0;22504.47;0;0;0
M; 0 t/m  4 jaar;MOOK EN MIDDELAAR;154;137.97;222862.53;27755.98;9243.04;7151.62;298.88;14518.54;12153.28;4720.18;7089.85;8427.63;0;5921.26;0;0;0;0;0;0;12906.9;0;0;0;7269.95;0;0;0
M; 0 t/m  4 jaar;NEDER-BETUWE;848;759.83;1483513.5;94298.99;52111.35;28966.45;1779.31;70289.59;11881.23;18428.73;24958.15;47936.4;1738.5;30338.33;0;0;10547.56;0;0;0;35763.26;0;0;0;41797.17;0;0;0
M; 0 t/m  4 jaar;NEDERWEERT;430;385.58;1197852.39;93392.52;26314.34;18707.2;759.21;49899.59;14245.6;10194.2;29945.37;27751.42;0;21401.08;0;0;945.38;0;0;0;13581.75;159.12;0;113.86;78259.82;0;0;0
M; 0 t/m  4 jaar;NIEUWEGEIN;1694;1517.23;1768467.91;152647.54;101574.56;60769.72;36332.64;220269.2;74396.22;51320.05;76273.72;126317.92;6319.25;22438.06;0;0;11389.12;0;0;0;68329.19;0;0;0;448654.63;0;0;0
M; 0 t/m  4 jaar;NIEUWKOOP;769;686.78;1524729.86;55251.21;46773.96;30992.04;10247.23;85673.21;15951.78;20069.72;21300.84;34483.93;2286.84;20324.63;0;0;2586.32;0;0;0;19716.54;0;0;362.8;68113.11;0;0;0
M; 0 t/m  4 jaar;NIJKERK;1268;1134.74;1875210.27;133070.16;76576.11;44069.82;27861.93;116474.57;24185.63;31594.77;26879.71;71677.01;7682.32;20790.52;0;0;4069.59;0;0;0;27366.09;0;0;133.57;149375.89;0;0;0
M; 0 t/m  4 jaar;NIJMEGEN;4299;3829.95;6654777.75;587004.3;268716.35;156720.6;8464.05;462075.96;114339.33;179234.52;181019.24;401444.76;3711.88;87037.76;0;0;37056.09;0;0;0;258141.46;0;0;376.22;537133.52;0;0;0
M; 0 t/m  4 jaar;NISSEWAARD;2361;2130.98;4105492.38;279021.23;143457.79;85651.09;3004.9;287446.58;77257.84;82303.02;95116.73;150013.4;28332.39;78580.5;0;0;11881.37;0;0;0;16544.4;0;0;886.01;188420.01;0;0;0
M; 0 t/m  4 jaar;NOARDEAST-FRYSLAN;1122;1003.96;1925837.39;121700.18;68177.21;35816.63;7247.77;122728.24;80664.28;36009.59;42024.12;68343.19;4694.68;22463.92;0;0;349.62;0;0;0;41551.37;0;0;164.22;181773.65;0;0;0
M; 0 t/m  4 jaar;NOORD-BEVELAND;135;124.76;133622.33;16169.15;8544.11;4759.97;17.19;13944.07;670.08;4737.17;4838.96;3140.75;231.04;0;0;0;34.92;0;0;0;0;0;0;0;47200.81;0;0;0
M; 0 t/m  4 jaar;NOORDENVELD;695;633.32;989155.74;79788.15;42501.07;23430.19;2359.13;62501.09;13607.28;17223.51;15111.19;25341.18;2517;12726.78;0;0;2255.28;0;0;0;57588.49;0;0;110.51;41981.86;0;0;0
M; 0 t/m  4 jaar;NOORDOOSTPOLDER;1464;1308.81;2161129.64;92464.67;88590.18;40358.6;1214.12;142470.02;57769.38;44455.82;25226.07;85462.54;14575.92;38793.18;0;0;1513.94;0;0;0;19443.61;0;0;0;226021.41;0;0;0
M; 0 t/m  4 jaar;NOORDWIJK;1056;951.24;1259624.16;69638.1;62573.36;36959.38;16020.79;113832.16;14162.07;33492.76;40007.78;43575.21;803.92;25460.71;0;0;1591.07;0;0;0;5084.94;0;0;78.12;86396.89;0;0;0
M; 0 t/m  4 jaar;NUENEN CA;603;546.18;768014.07;75608.39;37597.19;23051.35;3245.4;48755.24;12013.38;15861.6;21787.85;35541.4;0;10042.82;0;0;2987.63;0;0;0;5027.67;0;0;145.12;77343.72;0;0;0
M; 0 t/m  4 jaar;NUNSPEET;867;781.12;1996064.69;105205.04;51458.16;27661.97;27625.86;61451.71;27961.22;27653.59;28337.67;43085.57;8788.17;24146.56;0;0;619.65;0;0;0;117842.97;0;0;0;39447.24;0;0;0
M; 0 t/m  4 jaar;OEGSTGEEST;730;665.79;646941.79;52335.85;44899.07;24406.09;11742.14;80062.55;4403.11;21756.43;19592.97;34806.24;0;20528.88;0;0;950.22;0;0;0;90414.87;0;0;0;52326.49;0;0;0
M; 0 t/m  4 jaar;OIRSCHOT;453;404.51;904920.91;57009.59;27325.44;19637.47;725.48;35918.21;6042.6;15698.76;24371.12;27361.02;1750.52;9262.64;0;0;653.52;0;0;0;9631.27;0;0;0;55931.13;0;0;0
M; 0 t/m  4 jaar;OISTERWIJK;758;673.15;2283404.74;92214.95;46160.3;29328.6;831.15;59097.43;25654.77;19384.47;30354.91;35480.64;9704.91;21909.83;0;0;3475.24;0;0;0;81599.52;0;0;72.56;128136.9;0;0;0
M; 0 t/m  4 jaar;OLDAMBT;798;716.5;997671.05;87282.07;34912.55;26471.65;12806.84;108701.87;18963.03;22296.54;40254.16;45033.74;0;15143.96;0;0;563.89;0;0;0;6302.52;0;0;86.55;162489.13;0;0;0
M; 0 t/m  4 jaar;OLDEBROEK;672;606.15;662063.5;38269.21;31129.37;15554.69;7170.05;73785.04;18632.96;25304.13;16273.87;63219.5;5764.76;11113.5;0;0;63.71;0;0;0;50912.01;0;0;193.65;98948.91;0;0;0
M; 0 t/m  4 jaar;OLDENZAAL;667;591.12;1472492.68;99770.87;39685.5;21454.22;5024.26;59068.56;9713.87;17719.08;38446.1;47431.01;2730.3;21863.16;0;0;83809.74;0;0;0;11705.22;0;0;74.84;75588.39;0;0;0
M; 0 t/m  4 jaar;OLST-WIJHE;439;390.16;882608.21;59926.15;26324.87;16251.17;74.15;45604.73;5380.52;10023.08;19341.34;51801.55;7732.95;9738.98;0;0;200.26;0;0;0;20023.6;0;0;257.8;101503.95;0;0;0
M; 0 t/m  4 jaar;OMMEN;440;396.34;328796.67;23790.15;26187.78;12789.18;372.58;32140.87;21073.04;9886.43;5991.07;17411.7;286.44;4091.76;0;0;3868.55;0;0;0;3204.63;0;0;0;938.49;0;0;0
M; 0 t/m  4 jaar;OOST GELRE;649;585.73;1297603.25;68490.11;39155.22;25941.55;85.45;53964.89;13400.61;12695.26;19626.27;44233.72;1843.56;5794.26;0;0;63.45;0;0;0;5685.27;0;0;0;78238.09;0;0;0
