geslacht;leeftijdsklasse;gemeentenaam;aantal_bsn;aantal_verzekerdejaren;kosten_medisch_specialistische_z;kosten_farmacie;kosten_huisarts_inschrijftarief;kosten_huisarts_consult;kosten_huisarts_mdz;kosten_huisarts_overig;kosten_hulpmiddelen;kosten_mondzorg;kosten_paramedische_zorg_fysioth;kosten_paramedische_zorg_overig;kosten_ziekenvervoer_zittend;kosten_ziekenvervoer_liggend;kosten_kraamzorg;kosten_verloskundige_zorg;kosten_grensoverschrijdende_zorg;kosten_eerstelijns_ondersteuning;kosten_geriatrische_revalidatiez;kosten_eerstelijnsverblijf;kosten_verpleging_en_verzorging;kosten_gzsp;kosten_integrale_geboortezorg;kosten_innovatiegelden_ggz;kosten_overig;kosten_consulten_ggz;kosten_intramuraal_verblijf_ggz;kosten_overige_prestaties_ggz
V;25 t/m 29 jaar;ROTTERDAM;30176;28962.53;28049031.71;4651466.6;2237671.85;1677860.18;755491.53;2645613.32;1138792.39;116393.76;239002.66;290930.67;55230;479533.57;3315388.95;3100500.59;362128.52;0;8001.67;0;268783.68;46466.88;65773.29;0;66231.49;14488559.7;1848672.42;318753.12
V;25 t/m 29 jaar;ROZENDAAL;17;16.16;11205;2348.01;1200.64;696.29;469.83;644.02;57.48;0;0;0;0;0;3062.02;179.27;0;0;0;0;0;0;0;0;769.98;1578.33;0;0
V;25 t/m 29 jaar;RUCPHEN;575;561.16;428310.91;237874.1;41039.25;33456.9;26760.87;36676.93;35810.41;3067.86;6232.68;6021.43;252.56;9394.38;58548.79;2513.43;16285.28;0;0;0;924.74;2832.84;446996.19;0;1255.02;230322.34;6259.2;3660.86
V;25 t/m 29 jaar;S GRAVENHAGE;21593;20493.73;19034824.31;2661358.53;1389126.2;1162338.58;347759.38;1932318.62;543788.87;115674.1;176765.46;184109.48;45640.02;371556.85;2836593.21;2478929.27;209990.19;0;0;0;301076.98;0;7360.54;136.36;28429.68;10192789.75;2232365.15;195570.49
V;35 t/m 39 jaar;NIJKERK;1432;1418.88;1522806.23;304925;106506.66;88086.03;46937.69;94582.58;73972.74;10096.6;18771.41;22126.51;5101.41;19216.67;207708.59;144614.04;3198.84;0;0;0;12303.51;6022.14;0;0;1911.11;548389.36;49988.77;5341.25
V;35 t/m 39 jaar;NIJMEGEN;5563;5501.5;7638505.15;1560683.32;431781.31;360566.32;101423.55;391749.93;316668.77;48432.21;112072.29;98116.81;24561.16;88637.18;1078360.42;724641.7;110974.56;0;0;0;138100.07;81939.62;0;0;16076.34;3290545.27;413129.96;40763.74
V;35 t/m 39 jaar;NISSEWAARD;3037;3008.32;4268860.11;644146.99;230285.19;201943.29;70302.18;237901.94;218635.27;22791.4;53191.1;31163.67;10704.06;80611.84;351725.82;234962.84;35049.47;0;0;0;50505.2;0;29292.78;0;4490.27;1162875.84;116411.8;19725.47
V;35 t/m 39 jaar;NOARDEAST-FRYSLAN;1227;1221.83;1492725.5;210419.06;91227.07;68311.61;23181.78;110023.87;99461.64;9258.28;25365.68;16357;4533.42;20201.99;173121.23;137062.56;11259.37;0;0;0;12496.88;0;0;0;3939.63;530866.58;42513.59;6925.15
V;35 t/m 39 jaar;NOORD-BEVELAND;180;178.7;316438.49;33083.96;13431.51;8927.61;3949.5;13941.07;5237.37;0;2275.22;1332.57;0;5363.73;11128.87;7978.69;8444.98;0;0;0;15771.31;0;9052.25;0;1971.64;50766.49;17378.37;0
V;35 t/m 39 jaar;NOORDENVELD;856;851.67;1149049.23;168453.56;63669.62;52617.44;22559.84;57933.25;45520.14;3666.38;15453.27;21613.65;2434.67;12515.9;132198.9;90574.34;15778.83;0;0;0;21938.3;0;0;0;1155.05;353944.73;35893.01;1213.51
V;35 t/m 39 jaar;NOORDOOSTPOLDER;1568;1543.65;2552348.19;247340.56;115766.34;95165.04;9632.52;117602.97;113722.26;8806.76;23952.61;23204.24;28287.06;42253.51;234450.37;155062.7;7035.72;0;0;0;14989.64;0;3753.82;0;958.29;717482.62;32609.57;10629.71
V;35 t/m 39 jaar;NOORDWIJK;1358;1340.99;1514345.4;216172.29;98276.45;76880.16;27483.19;105780.26;30129;8618.87;15948.08;12055.83;0;21174.16;206555.17;141612.32;39511.43;0;0;0;6548.11;1451.49;0;0;19011.41;584683.89;266246.21;5541.62
V;35 t/m 39 jaar;NUENEN CA;665;660.32;735663.13;117545.64;49195.49;44287.41;12807.21;40122.55;37197.19;474.48;12645.31;6399.61;477.06;8515.14;116343.84;79637.94;10781.78;0;0;0;0;0;15362.72;0;781.73;285084.96;75742.21;13266.29
V;35 t/m 39 jaar;NUNSPEET;817;811.03;1149826.47;202480.3;59237.33;56075.02;39010.56;48259.89;56901.59;6921.8;16760.38;11450.94;4456.05;25761.31;140810.29;109174.95;3754.22;0;0;0;255.2;0;5752.68;0;446.63;248965.94;60628.72;12043.03
V;35 t/m 39 jaar;OEGSTGEEST;904;888.65;1056932.84;106676.15;66610.24;49155.34;16883.74;77593.53;52035.97;201.38;13869.8;6343.94;5863.11;8099.85;255073.51;122570.64;2094.29;0;0;0;245.5;0;0;0;75;291490.88;2974.37;2089.07
V;35 t/m 39 jaar;OIRSCHOT;497;490.3;713391.88;198678.34;36625.41;35219.12;13924.84;28917.9;30180.99;3476.75;12261.06;6414.29;1382.54;8015.35;81735.34;48212.75;50.95;0;0;0;854.8;0;1439.46;0;453.96;128703.18;0;237.1
V;35 t/m 39 jaar;OISTERWIJK;802;786.8;942238.93;318791.02;57755.29;48839.62;12179.19;53108.37;37717.14;966.45;17631.58;12337.01;10517.46;17155.7;144568.12;105306.61;26240.63;0;0;0;0;13828.58;1535;0;9110.35;271163.2;53052.87;33100.34
V;35 t/m 39 jaar;OLDAMBT;992;983.48;1341316.33;238917.78;57315.78;63234.65;35867.35;115732.33;65323.16;17624.12;23105.76;25162.08;3969.38;21141.33;101452.71;72364.2;1854.35;0;0;0;10485.3;3981.69;1447.92;0;4520.2;478093.5;71943.44;8862.22
V;35 t/m 39 jaar;OLDEBROEK;744;742.92;797281.11;101693.31;41986.41;28247.5;14365.95;77025.83;44638.52;2591.54;18477.53;11334.84;2733.34;7978.19;100658.35;70877.47;448.34;0;0;0;637.65;0;0;0;2137.22;253887.49;3496.22;1186.61
V;35 t/m 39 jaar;OLDENZAAL;807;799.62;1168324.98;217696.64;60966.22;40781.43;15804.26;52735.75;65849.13;10583.95;17359.53;12223.73;5717.53;4130.6;101911.9;71145.03;8390.34;0;0;0;58066.42;3515.67;0;0;34.81;225969.15;7836.85;1915.24
V;35 t/m 39 jaar;OLST-WIJHE;467;465.48;514169.35;103394.86;34769.49;30622.89;6505.29;34961.15;33936.31;4459.45;6452.91;7573.37;3300.71;10722.15;13959.46;20346.98;0;0;0;0;791.21;0;132590.13;0;279.57;204844.14;27659.08;9612.92
V;35 t/m 39 jaar;OMMEN;514;507.6;675930.43;77288.64;36227.27;26662;2136.55;34845.59;45083.61;3462.35;8531.52;7685.67;8908.9;5865.57;101938.9;61405.38;5739.21;0;0;0;48690.67;0;0;0;3356.58;175783.98;45758.02;944.88
V;35 t/m 39 jaar;OOST GELRE;786;782.02;1007156.39;136127.76;58615.19;41092.69;12402.91;56244.82;52811.53;6010.23;12367.61;14858.04;9465.29;4639.23;172463.67;102674.63;29775.7;0;0;0;3389.43;0;0;0;798.77;213817.05;26130.13;5596.27
V;35 t/m 39 jaar;OOSTERHOUT;1685;1671.68;1985468.01;288337.84;127300.68;97892.1;185582.6;102345.8;93723.21;8709.45;45171.83;33849.64;11078.9;34587.23;207485.99;10411.44;37563.99;0;0;0;32147.44;37206;614657.5;0;10317.36;737356.71;108987.23;6448.63
V;35 t/m 39 jaar;OOSTSTELLINGWERF;645;640.04;628004.88;102073.63;47236.82;39441.74;16617.15;54397.86;42178.22;1686.46;13561.84;9349.15;7371.05;11225.86;74137.14;53438.82;109.29;0;0;0;736.77;0;0;0;0;274605.07;40091.4;2139.75
V;35 t/m 39 jaar;OOSTZAAN;288;286.78;370759.08;74569.47;21371.35;18545.65;5710.87;23764.01;24260.66;0;4272.17;4627.53;0;2645.4;50819.92;30283.44;338.28;0;0;0;0;0;0;0;3227.34;57979.92;19772.54;686.09
V;35 t/m 39 jaar;OPMEER;329;326.6;371497.28;38743.2;24300.09;19236.11;4719.43;22120.01;21372.1;1665.19;4389.5;6047.33;84.95;9690.4;29056.53;5421.49;1861.35;0;0;0;1013.52;0;87857.11;0;295.13;116566.72;17426.07;5202.58
V;35 t/m 39 jaar;OPSTERLAND;762;758.34;1121084.45;142292.95;56133.86;41426.17;13157.02;67411.46;58341.84;6671.55;7371.25;11303.98;7166.48;6681.36;120367.64;69163.15;10527.58;0;0;0;2369.25;21093.39;0;0;168;327554.99;30371.67;61.32
V;35 t/m 39 jaar;OSS;2812;2778.97;3720876.95;854633.35;210074.05;201004.79;39357.4;196744.12;155564.55;57505.26;75369.76;52478.52;33120.05;48573.22;317684.93;273721.83;33687.75;0;0;0;27948.55;0;1491.12;0;7301.53;1171250.43;151106.97;24986.25
V;35 t/m 39 jaar;OUDE IJSSELSTREEK;920;915.61;1333040.34;358688.98;69234.22;56099.25;12826.04;76180;65486.55;16156.84;11109.44;20013.14;11861.38;25962.55;132359;77689.24;21881.75;0;0;0;49366.35;3900.96;0;0;387.94;287615.69;0;3008.55
V;35 t/m 39 jaar;OUDER-AMSTEL;447;440.89;669784.15;57768.41;32867.77;26757.61;13838.83;34184.28;20476.43;670.27;9457.47;7667.01;5350.45;926.88;85855.6;67135.29;2220.57;0;0;4627.4;2429.16;0;0;0;61.61;182782.09;0;3009.1
V;35 t/m 39 jaar;OUDEWATER;246;243.84;316867.98;50223.47;18084.64;11928.3;3019.55;15839.69;15387.65;383.92;5045.19;2473.8;0;3396.92;45526.6;29921.49;5231.55;0;0;0;2023.52;0;0;0;181.27;29308.66;0;223.52
V;35 t/m 39 jaar;OVERBETUWE;1396;1392.35;1945590.8;258964.13;103217.98;89383.54;35359.57;96444.88;68748.35;6212.89;23968.31;25175.33;4341.5;23254.02;197355.37;136554.8;126088.01;0;0;0;3417.29;0;0;0;10295.82;428392.21;5535.64;24413.95
V;35 t/m 39 jaar;PAPENDRECHT;914;907.75;1309102.8;170667.85;69037.07;59869.21;12863.46;52903.93;49969.51;7791.14;11851.72;5726.98;4860.86;17288.5;138539.56;86839.48;29738.39;0;0;0;4446.6;0;0;790.64;851.23;373611.87;69637.66;13884.29
V;35 t/m 39 jaar;PEEL EN MAAS;1226;1210.87;1678423.74;165943.36;88183.57;86690.91;69174.49;65837.19;56919.51;19984.91;34528.16;23452.08;23045.56;19644.97;158000.42;96846.85;25186.6;0;0;0;13820.71;19625.34;1447;0;855.26;383902.37;44021.65;14311.99
V;35 t/m 39 jaar;PEKELA;316;314.37;550240.5;90931.66;23215.95;30880.91;9191.96;27912.9;50140.35;4100.13;7142.33;6875.24;884.34;13841.62;25121.2;16852.69;195;0;0;0;32246.53;0;0;0;762.79;101468.4;0;0
V;35 t/m 39 jaar;PIJNACKER-NOOTDORP;1892;1872.15;2472111.92;260213.35;137747.07;15978.35;13195.77;216921.34;112203.38;7323.72;25347.08;27802.35;5183.31;29944.08;328295.44;223565.73;19717.47;0;13048.1;0;42974.32;0;0;0;3180.81;486999.21;36359.39;9094.8
V;35 t/m 39 jaar;PURMEREND;3064;3038.6;3296249.41;530545.48;230454.41;195008.87;70143;249940.85;142733.97;21583.26;48942.17;39430.62;10098.31;61671.34;210457.96;149265.51;19384.41;0;0;0;4500.8;25275.15;729185.59;0;3288.63;1236848.28;490161.64;32675.89
V;35 t/m 39 jaar;PUTTEN;727;721.39;706070.45;146847.01;54051.94;41730.94;34951.82;39584.45;46885.51;4349.68;15521.92;13248.55;0;7542.01;99209.9;82576.76;3733.25;0;0;0;1029.39;0;0;0;282.23;224260.11;0;4418.68
V;40 t/m 44 jaar;ZEEWOLDE;677;671.41;697249.19;209206.36;49696.77;39653.51;34189.31;38696.99;30192.26;13587.44;19974.04;14657.49;6766.9;7022.33;14497.16;15130.34;4882.03;0;0;0;27379.83;4707.54;0;0;228.32;209156.08;23968.84;2415.58
V;55 t/m 59 jaar;HEEZE-LEENDE;659;656.87;1145251.97;226805.29;48405.6;52098.53;27999.44;34917.96;49177.04;12854.23;44525.1;18019.47;961.26;23902.58;0;0;17543.52;0;3332.38;0;25842.27;0;0;0;1628.65;180467.91;40600.39;2144.77
V;55 t/m 59 jaar;HEILOO;963;961.16;1450012.85;238727.42;71217.55;51734.48;19884.53;71482.49;60436.69;5918.64;29070.68;21206.94;4984.95;23466.06;0;0;14914.14;0;9123.11;2501.91;10136.65;0;0;0;1826.98;170917.44;65557.85;8137.8
V;55 t/m 59 jaar;HELLENDOORN;1316;1311.01;2425999.48;616082.26;97328.49;83058.41;62405.78;81260.2;161369.66;34535.13;86591.28;22650.85;21107.86;39287.84;0;0;2975.59;0;15116.86;0;106298.71;3933.9;0;0;12010.33;194556.57;101699.86;32117.24
V;60 t/m 64 jaar;PUTTEN;843;841.3;1904108.35;306203.59;62858.66;62307.93;71502.01;53003.65;132293.76;25080.28;61848.12;20901.75;8131.56;34850.43;0;0;7366.97;0;32623.18;1040;52516.41;8289.72;0;0;3647.63;210116.8;47513.95;20802.45
V;60 t/m 64 jaar;RAALTE;1581;1575.99;3840895.37;521447.65;118441.52;94063.85;113279.99;111313.3;223062.88;51905.02;83075.26;30406.42;32332.09;52261.2;0;0;6967.64;0;9030.95;8656.43;198100.9;51404.39;0;0;24115.81;241822.21;61605.22;6877.19
V;60 t/m 64 jaar;REIMERSWAAL;615;609.7;1223246.71;270049.92;45103.19;45471.76;37141.79;38628.48;110590.89;11609.65;39024.94;5553.44;35444.21;22895.12;0;0;33964.06;0;22956.87;32724.02;40518.08;29876.16;0;0;3424.87;132175.27;133278.95;5038.71
V;60 t/m 64 jaar;RENKUM;1292;1289.91;2567338.31;467736.66;96037.05;90085.57;77764.24;88443.01;180824.09;11196.32;66333.13;24397.87;8970.57;33871.73;0;0;22925.71;0;31145.29;0;50008.52;0;0;0;6668.82;229386.32;735894.39;1925.91
V;60 t/m 64 jaar;RENSWOUDE;159;159;258193.35;48728.4;11912.6;14805.52;10819.17;13940.43;10096.08;10980.5;5405.48;1330.12;0;6425.37;0;0;355.61;0;0;0;610.83;1103.04;0;0;0;4344.28;0;0
V;60 t/m 64 jaar;REUSEL-DE MIERDEN;533;532.42;950979.01;179854.21;39414.76;34053.16;34513.04;28973.42;41164.7;21074.96;36831.72;7787.72;6777.05;21173.73;0;0;3925.36;0;0;0;28811.19;0;0;0;1358.11;33749.47;37777.18;8106.8
V;60 t/m 64 jaar;RHEDEN;1618;1614.25;3330072;627874.04;124113.72;99833.86;120526.31;100813.47;244462.42;29914.44;99850.53;36532.14;11171.6;61836.7;0;0;22776.41;0;37604.05;11321.51;178612.17;3016.44;0;0;26811.75;353481.05;46056.64;7394.49
V;60 t/m 64 jaar;RHENEN;638;632.5;1837653.89;254442.89;47493.8;45627.03;41835.9;43246.5;121596.88;23413.2;28206.29;11882.67;11547.82;29545.71;0;0;10744.41;0;9780.27;0;48174.6;0;0;0;3915;96716.74;42616.04;19034.78
V;60 t/m 64 jaar;RIDDERKERK;1780;1774.68;4063250.39;770414.6;133967.4;137688.75;86957.11;136322.21;273213.75;92988.38;91607;25673.18;30450.52;70036.09;0;0;6650.83;0;106064.31;21554.06;408151.86;4014.9;0;0;15039.92;200712.3;23935.11;13435.53
V;60 t/m 64 jaar;RIJSSEN-HOLTEN;1187;1184.14;2064955.2;432017.43;88935.5;78955.72;77269.31;81376.72;153416.78;45994.39;110442.92;30310.65;17543.36;54319.96;0;0;8255.48;0;47372.25;6020.63;238931.92;0;0;0;7203.92;114469.36;96965.27;18440.4
V;60 t/m 64 jaar;RIJSWIJK;1827;1817.07;4643297.67;818897.95;126083.54;97429.86;111957.2;160374.13;283052;67698.56;112072.54;29024.5;10311.57;82533.05;0;0;23241.02;0;164346.65;29572.87;504057.53;11850.71;0;0;16328.88;472316.43;122428.08;25117.62
V;60 t/m 64 jaar;ROERDALEN;915;911.35;2116069.38;595696.04;67949.83;76661.55;47064.56;73880.8;233032.73;34703.39;94517.14;21372.15;7653.16;23951.45;0;0;8580.82;0;3455.44;0;62217.84;0;0;0;11295.84;174006.6;17272.17;4614.23
M;25 t/m 29 jaar;WESTSTELLINGWERF;651;643.54;222345;49345.76;48078.42;17142.5;11454.91;49308.88;29892.26;3082.6;4182.28;2392.15;871.8;6457.7;0;0;9642.2;0;0;0;0;0;0;0;68.67;73961.64;7094.82;2631.4
M;25 t/m 29 jaar;WIERDEN;598;591.04;323454.91;37576.89;43846.92;16244.64;9350.07;35127.73;59926.81;6436.01;17639.01;2373.14;0;7590.03;0;0;89933.74;0;0;0;262.24;0;0;0;249.43;54947.3;4856.74;1858.58
M;25 t/m 29 jaar;WIJCHEN;1030;1019.85;552811.25;273197.2;75576.87;33070.61;14010.86;56720.53;38000.89;6193.02;26764.13;5051.09;382;9805.84;0;0;16445.12;0;0;0;0;5633.81;0;0;474.58;256269.28;87945.72;8531.88
M;25 t/m 29 jaar;WIJDEMEREN;445;433.72;189951.64;32294.48;31727.96;14201.61;11451.55;32159.74;8261.81;3162.88;2749.3;856.34;0;5023.67;0;0;341.98;0;0;0;0;0;0;0;0;115193.63;38866.44;4835.75
M;25 t/m 29 jaar;WIJK BIJ DUURSTEDE;544;538.49;370725.37;40356.24;39632.69;15179.71;10767.81;39822.24;20902.51;13422.31;5340.7;3348.92;0;8996.84;0;0;824.04;0;0;0;27598.8;0;0;0;534;120399.72;15170;4986.54
M;25 t/m 29 jaar;WINTERSWIJK;793;776.23;352106.7;53684.97;58781.58;23357.65;11036.44;50426.56;35248.03;6358.86;10467.47;1249.3;713.62;10905.51;0;0;314.62;0;0;0;25882.5;346.14;0;0;1341.95;210131.15;237292.17;3035.91
M;25 t/m 29 jaar;WOENSDRECHT;504;485.1;224504.18;39538.52;34153.24;13839.16;7608.4;24220.58;9775.7;7356.72;5925.63;956.15;1111.7;2775.81;0;0;3557.62;0;0;0;1655.99;0;0;0;0;61828.89;13433.91;266.12
M;25 t/m 29 jaar;WOERDEN;1388;1353.34;848982.31;124456.12;98405.4;38249.93;29638.73;82916.69;41034.76;5375.23;22504.15;4035.62;348.39;15777.67;0;0;5731.45;0;0;0;114.4;417.96;0;0;359.39;357161.77;0;3479.7
M;25 t/m 29 jaar;WORMERLAND;425;417.96;124167.4;27029.8;30818.32;11961.28;7357.63;22399.52;6006.01;2275.8;8413.04;799.94;1046.77;4363.92;0;0;1651.96;0;0;0;0;0;0;0;418.02;66231.91;28888.96;3971.14
M;25 t/m 29 jaar;WOUDENBERG;392;388.45;200009.25;46452.65;28422.28;10438.53;8851.59;25185.41;18439.43;4805.77;2516.62;937.41;117.52;7311.31;0;0;10849.57;0;0;0;0;0;0;0;0;144828.69;65902.39;11749.29
M;25 t/m 29 jaar;ZAANSTAD;4852;4661.99;2422687.01;575647.38;323741.8;134896.96;88196.11;333650.76;139877.47;18893.84;61446.43;17702.16;2420.9;67985.05;1853.81;2179.83;69008.36;0;0;0;11203.86;10469.58;0;0;2997.21;1255786.03;728656.88;70313.21
M;25 t/m 29 jaar;ZALTBOMMEL;944;883.68;368545;696499.96;58208.15;24637.67;11313.15;44782.23;21761.67;6120.93;13082.58;2207.48;84.96;15245.46;0;0;3813.48;0;0;0;0;0;0;0;1557.47;220973.69;46944.81;6004.94
M;25 t/m 29 jaar;ZANDVOORT;394;371.44;122580.88;136562.22;26805.23;13257.75;9622.63;30416.96;20947.1;3103.68;3030.37;1665.14;1803.6;3445.22;0;0;2466.52;0;0;0;0;0;0;0;0;122049.95;7465.74;5765.86
M;25 t/m 29 jaar;ZEEWOLDE;745;711.69;293323.9;39632.65;47650.84;18856.17;24856.9;30583.94;30095.49;5023.4;5172.07;943.57;2010.58;11663.04;0;0;1019.46;0;0;0;0;0;0;0;1367.79;107636.62;19103.04;1915.44
M;25 t/m 29 jaar;ZEIST;1763;1712.36;897981.94;155666.23;124984.39;55841.44;37365.51;123507.03;44111.16;8009.25;24454.54;9135.87;0;23382.95;0;0;9025.09;0;0;0;27747.27;13247.44;0;0;12574.24;921704.27;941441.1;51188.15
M;25 t/m 29 jaar;ZEVENAAR;1198;1176.11;661235.29;124960.86;86753.7;41066.16;23017.24;70568.29;63029.78;4550.3;7972.59;4291.35;0;13905.07;0;0;3184.37;0;0;0;2014.67;0;0;0;4476.35;284564.86;24427.43;2121.11
M;25 t/m 29 jaar;ZOETERMEER;3529;3456.52;2169650.52;652515.3;256702.14;95489.11;134556.15;218986.59;191578.75;22518.85;28665.39;16523.19;4672.9;54113.71;0;0;9779.82;0;0;0;126644.95;3676.8;0;0;23235.63;990564.75;180553.87;35324.92
M;25 t/m 29 jaar;ZOETERWOUDE;322;316.04;111511.82;21175.8;21908.41;9327.37;7336.52;24880.37;12155.63;1389.36;918.58;680.99;0;8008.65;0;0;894.81;0;0;0;0;0;0;0;150.01;114841.04;16400.79;4501.96
M;25 t/m 29 jaar;ZUIDPLAS;1116;1087.72;519734.91;198828.84;79453.42;31131.75;18706.04;77406.77;61542.5;10806.22;13547.37;4959.78;6161.48;14616.99;0;0;2963.97;0;0;0;8133.46;13889.28;0;0;116.9;161772.09;18148.14;7122.56
M;25 t/m 29 jaar;ZUNDERT;690;657.66;209767.48;42193.74;45036.66;13902.42;26949.24;24631.7;8366.93;3893.22;9005.85;1311.78;0;11318.51;0;0;755.29;0;0;0;1608;11894.22;0;0;2284.3;83785.83;23297.22;4790.84
M;25 t/m 29 jaar;ZUTPHEN;1256;1227.76;712764.13;348199.96;91728.03;38129.38;26669.21;84160.25;54645.65;5499.27;18364.05;4478.6;421.77;42119.01;0;0;2289.07;0;0;0;859.68;15216.79;0;0;1330.17;677679.99;972454;30886.58
M;25 t/m 29 jaar;ZWARTEWATERLAND;750;740.54;350666.95;263494.69;53483.46;22033.43;2851.42;52061.51;42901.54;11822.48;6796.8;1607.55;185.22;5714.36;0;0;2851.18;0;0;0;12037.21;3022.76;0;0;491.59;103522.53;0;2981.23
M;25 t/m 29 jaar;ZWIJNDRECHT;1248;1227.49;620546.91;297659.16;93278.57;45787.57;18100.71;65019.6;69999.09;9882.64;13385.22;5425.08;0;9861.94;0;0;9656.02;0;0;5071.95;16260.22;0;0;0;189.67;298405.92;56010.85;1654.59
M;25 t/m 29 jaar;ZWOLLE;4737;4647.12;2654250.2;1165664.13;342355.92;146073.43;34801.69;324524.03;206413.84;49060.55;63149.68;17914.98;24845.77;50973.5;0;0;101486.4;0;23954.41;20286.39;27697.34;7007.04;0;0;9938.09;2163789.31;861358.51;35454.84
M;30 t/m 34 jaar;AA EN HUNZE;572;567.36;368444.89;59035.53;41047.76;21019.56;19968.54;31697.75;18473.73;216.6;9593.63;1687.29;0;5071.97;0;0;1350.86;0;0;0;0;0;0;0;0;158475.25;228701.49;10563.06
M;30 t/m 34 jaar;AALSMEER;845;811.92;369914.6;74762.51;55472.76;21658.16;17807.27;52442.77;39692.04;5758.19;2698.55;2737.65;0;11229.64;0;0;3556.82;0;0;0;0;365.84;0;0;0;188309.53;63668.09;11756.47
M;30 t/m 34 jaar;NUENEN CA;623;610.92;260766.87;57461.89;44908.61;20801.69;11286.22;30262.27;25438.36;987.18;10113.43;4633.05;2251.24;4126.25;0;0;2173.26;0;0;0;0;0;0;0;234.93;164711.07;0;1239.32
M;40 t/m 44 jaar;APELDOORN;4797;4716.61;3780391.96;997350.06;350949.02;149464.66;134716.6;331948.5;243294.44;34246.39;68636.68;31640.67;10227.71;83526.95;0;0;19345.35;0;0;9136.56;82475.07;5330.08;0;0;30787.9;1485094.5;399001.14;43032.43
M;40 t/m 44 jaar;ARNHEM;5389;5312.59;4336963.79;1286230.21;377608.85;184965.57;158023.13;395395.53;275499.39;51203.23;91118.57;67244.29;12453.72;107909.04;0;0;47153.38;0;0;0;114787.58;0;0;0;17764.03;2152511.89;771084.19;78098.79
M;40 t/m 44 jaar;ASSEN;2042;2021.81;1466506.98;403152.25;152204.59;67058.53;98495.95;107291.7;87849.6;23308.78;39157.53;11387.33;3915.11;36793.01;0;0;18214.24;0;17055.25;13114.2;33705.82;2463.3;0;0;7839.68;921897.75;431566.08;42769.89
M;40 t/m 44 jaar;ASTEN;469;453.71;232898.77;93193.58;32671.2;13407.96;6075.52;18719.23;12299.77;5333.91;3694.24;549.4;0;3644.73;0;0;5436.42;0;0;0;4449.97;0;0;0;0;103305.28;8403.97;1453.77
M;40 t/m 44 jaar;BAARLE-NASSAU;198;194.3;197195.89;32139.67;14393.72;9874.41;3959.78;9846.28;12149.25;3258.58;433.87;676.13;0;2804.79;0;0;0;0;0;0;75.84;0;0;0;0;87631.86;60069;1416.54
M;40 t/m 44 jaar;BAARN;752;744.89;364918.93;100108.47;53756.58;23064.52;21641.33;41641.14;30763.46;10789.34;5170.1;4723.81;348.76;11770.6;0;0;9764.27;0;0;0;1763.34;0;0;0;4898.14;261928.85;74666.12;15625.24
M;40 t/m 44 jaar;BARENDRECHT;1354;1337.41;1081579.67;298106.26;98491.76;45986.93;39754.6;78375.42;57938.82;4666.93;5438.88;9071.68;238.5;17887.76;0;0;3541.04;0;0;0;8222.74;0;0;0;741.85;230298.72;23951.05;831.21
M;90+;OIRSCHOT;57;48.36;172898.59;37134.97;9179.22;14610.86;13352.49;7364.89;17157.85;76.92;4263.91;746.95;97.4;22846.25;0;0;0;0;41481.61;0;123368.14;206.43;0;0;1664.11;0;0;0
M;90+;OISTERWIJK;140;117.38;375787.41;130714.87;22196.08;56399.99;18407.62;23925.17;76891.78;7435.34;11424.97;7147.54;0;37254.98;0;0;3127.61;0;41755.68;37612.72;264322.49;0;0;0;1008.22;2538.47;0;1039.43
M;90+;OLDAMBT;154;135.19;417983.38;142275.11;17080.76;31561.61;14147.87;29870.24;82335.31;1449.09;9099.35;373.56;10.74;50508.8;0;0;0;0;96006.26;98050.9;545514.9;608.63;0;0;4362.24;11820.63;0;0
M;90+;OLDEBROEK;59;53.49;157150.56;52830.28;7830.86;9044.44;4642.26;14543.65;44009.95;1005.68;3829.28;740.75;45.2;17634.21;0;0;0;0;13048.1;2779.9;244884.78;384.13;0;0;5411.25;1837.33;0;0
M;90+;OLDENZAAL;120;109.91;325479.41;108693.11;19804.95;29513.22;16632.96;24791.49;44337.27;7810.55;5033.16;10410.23;640;26764.49;0;0;248.19;0;58430.09;44285.27;372030;2206.38;0;0;3185.54;0;0;3216.42
M;90+;OLST-WIJHE;71;58.34;203404.59;55575.87;11098.04;23673.53;8945.09;21315.47;43626.12;980.05;6084.43;2854.64;0;14722.5;0;0;0;0;55952.83;0;194100.57;0;0;0;4693.9;0;0;0
M;90+;OMMEN;72;59.86;277496.59;47755.44;10164.56;11457.43;4770.92;12592.58;25855.89;4255;5062.56;1621.09;0;23596.2;0;0;150.59;0;15026.91;6460.56;294334.81;0;0;0;3801.12;0;0;0
M;90+;OOST GELRE;75;60.37;241333.31;62603.03;10475.72;14613.51;5026.76;14214.66;35972.44;2346.59;2106.43;946.29;0;19624.69;0;0;0;0;35589.3;11272.41;220356.62;348.42;0;0;1787.58;1685.29;0;0
M;90+;OOSTERHOUT;166;147.25;566007.56;133427.34;27708.47;44505.22;14718.08;25301.21;85912.29;13376.1;17288.31;7895.36;5088.9;36874.55;0;0;0;0;99598.46;27411.78;373096.42;2691.46;0;0;5252.14;0;0;0
M;90+;OOSTSTELLINGWERF;102;90.82;284955.75;99340.27;18514.02;40444.8;5474.21;32580.39;68306.45;2790.77;7135.24;728.96;180.97;27947.68;0;0;3657.49;0;101796.49;21984.44;338968.7;0;0;0;3796.8;0;0;0
