GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_SPECIALISTISCHE_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_GENERALISTISCHE_BASIS_GGZ;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
V;55 t/m 59 jaar;LOON OP ZAND;897;894.46;1577881.67;323222.03;101797.27;51928.37;47041.54;35260.49;89769.45;57253.8;47561.76;4771.65;27204.3;22045.83;0;0;18992.18;4185.37;3.6;10287.43;31828.12
V;55 t/m 59 jaar;LOPIK;490;490;581362.98;141761.3;66767.64;28322.35;23736.8;22312.37;19686.09;14398.65;14290.84;2376.96;1249.4;11746.64;0;0;5834.25;4675.5;6.75;1994.34;9445.52
V;55 t/m 59 jaar;LOPPERSUM;421;420.52;557716.01;135571.08;38202.03;24370.06;18543.04;15872.99;33026.95;18315.89;10068.2;2806.92;0;10476.59;0;0;4185.89;108.83;15.75;0;12261.35
V;55 t/m 59 jaar;LOSSER;914;912.31;1583064.8;275479.2;60154.53;51427.22;32287.01;42914.29;121516.86;31560.9;49939.61;6992;4215.79;15107.61;0;0;2403.86;22085.89;15.3;14807.58;29225.92
V;55 t/m 59 jaar;MAASDRIEL;911;908.57;1260449.93;239714.53;112817.63;52683.66;38740.5;34741.32;60505.79;41488.57;40587.73;894.13;17376.23;13435.98;0;0;9179.5;5148.63;7.2;14690.51;18764.22
V;55 t/m 59 jaar;MAASGOUW;1018;1010.71;1623549.11;294006.41;112402.8;57534.46;52656.47;43219.28;73134.35;66048.73;61864.99;7001.93;19206.29;25293.72;0;0;9380.72;47112.17;3.6;6173.16;22049.21
V;55 t/m 59 jaar;MAASSLUIS;1123;1117.07;1991539.7;371833.94;125145.26;64797.17;50136.19;46320.68;122198.93;36479.66;29644.6;6696.27;12323.15;25246.14;0;0;7113.01;6127.28;1.8;29328;11237.35
V;55 t/m 59 jaar;MAASTRICHT;4246;4229.04;6543283.08;1731612.34;1111070.54;245933.7;248330.66;202522.03;530391.18;191597.98;304724.91;43443.94;39807.68;81765.11;579.64;995.56;52279.7;284107.52;27.45;21015.12;303711.13
V;55 t/m 59 jaar;MEDEMBLIK;1614;1608.47;1817930.88;441536.85;156889.76;93258;77852.16;66765.94;127382;40063.47;34967.08;8810.17;17405.32;34409.38;52.05;0;10772.79;9316.98;37.8;41521.78;46301.75
V;55 t/m 59 jaar;MEERSSEN;745;743.94;1117429.29;232519.24;115250.94;43147.55;38410;34026.97;94327.54;12328.5;46459.23;6531.55;6481.6;11152.37;0;0;12779.22;66572.8;6.3;5613.12;39345.42
V;55 t/m 59 jaar;MEIERIJSTAD;2938;2928.95;4669770.88;915138.83;257779.48;170307.85;142039.92;122815.75;296232.39;109130.99;97639.37;24553.35;66889.3;68821.93;0;0;19951.5;42100.59;19.8;104667.61;107393.87
V;55 t/m 59 jaar;MEPPEL;1155;1153.98;1835328.08;387174.98;227499.14;66738.62;56059.82;70590.85;120260.26;63663.65;37904.03;13239.67;14121.27;30131.08;0;0;13474.69;1711.55;46.8;33772.09;25350.74
V;55 t/m 59 jaar;MIDDELBURG;1655;1647.08;1982664.13;489187.19;387349.76;95286.42;68975.48;66569.65;141626.93;39223.68;44989.61;6394.79;48630.78;40462.93;0;0;21717.86;135203.88;5.4;0;53877.92
V;55 t/m 59 jaar;MIDDEN-DELFLAND;713;710.67;894978.16;163035.32;57732.59;41439.73;29649.55;24123.16;62278.09;5126.42;24019.49;4656.53;756.15;12601.4;0;0;14142.43;12314.29;5.4;0;2919.89
V;55 t/m 59 jaar;MIDDEN-DRENTHE;1313;1307.29;1895137.92;397245.54;105031.27;75703.5;53945.52;67672.61;110620.68;54573.52;41319.33;8213.43;27324.34;42238.9;0;0;17071.49;3471.73;64.8;41994.58;29530.51
V;55 t/m 59 jaar;MIDDEN-GRONINGEN;2279;2269.64;3235640.51;924617.79;612180.07;130954.15;103949.95;119986.06;266562.73;105170.43;84847.12;9446.12;14291.94;78694.87;0;0;23964.96;16134.73;67.5;40312.6;107775.65
V;55 t/m 59 jaar;MILL EN SINT HUBERT;437;435;858226.37;111114.69;11380.25;23986.4;18276.75;15999.93;49592.47;14911.13;16390.45;2059.54;6804.74;4760.8;0;0;3690.78;9106.79;3.6;10163;11431.8
V;55 t/m 59 jaar;MOERDIJK;1317;1311.2;1742677.65;536657.73;144937.79;73502.91;64868.6;53523.32;158184.34;82851.9;78184.88;9628.67;18306.28;38398.13;0;0;8158.03;54216.13;3.6;27580.72;42765.73
V;55 t/m 59 jaar;MOLENLANDEN;1362;1360.35;1690692.06;380165.76;82481.76;79148.43;62231.81;47461.45;109208.53;38931.74;24522.03;4672.28;25202.22;29294.5;0;0;3880.54;3141.05;5.4;22388.18;58316.01
V;55 t/m 59 jaar;MONTFERLAND;1285;1279.13;1831371.58;366269.23;267731.59;74350.29;58084.11;65632.1;128026.93;63220.69;24870.33;9289.28;6426.79;33143.6;0;0;8753.31;7507.2;15.3;0;51204.91
V;55 t/m 59 jaar;MONTFOORT;445;444.17;606064.39;115087.47;34918.94;25859.24;19751.34;26973.35;35700.48;16934.67;16106.09;3473.13;839.24;9620.8;0;42.02;4163.41;3249.95;5.4;0;5558.04
V;55 t/m 59 jaar;MOOK EN MIDDELAAR;309;307.93;315553;96704.76;20098.42;17896.79;13018.16;10500.06;15922.11;4976.63;15847.66;1226.5;389.15;4836.79;0;0;3952.86;2958.66;1.8;0;9344.16
V;55 t/m 59 jaar;NEDER-BETUWE;713;710.94;1121848.58;324188.51;110533.65;41463.18;44958.97;52072.45;96112.7;20566.29;25271.75;2496.92;4092.93;20223.21;0;0;10172.36;521.3;0;10034.63;48809.19
V;55 t/m 59 jaar;NEDERWEERT;632;630.65;942631.06;154912.67;46944.74;36773.37;32943.15;33845.49;64662.43;18854.61;54463.61;3396.41;35053.01;12474.65;0;0;7108.51;72883.94;1.8;0;12359.17
V;55 t/m 59 jaar;NIEUWEGEIN;2534;2528.29;4018204.83;942069.85;486568.4;146582.33;115814.09;113567.18;196603.89;76234.82;75069.58;15538.93;3437.92;53178.63;0;0;49910.18;17589.13;37.35;5400.03;89760.78
V;55 t/m 59 jaar;NIEUWKOOP;1087;1086.79;1610315.81;266125.76;70053.36;60529.82;50376.49;53153.49;73401.13;24864.89;28863.69;5211.91;19624.57;21307.94;0;0;9787.62;6510.14;10.8;0;11283.93
V;55 t/m 59 jaar;NIJKERK;1291;1285.39;2104819.41;331418.6;183040.49;74744.76;56009.28;71399;153622.33;49466.2;40643.13;9972.6;26228.4;33613.51;0;0;13952.92;11718.86;19.35;0;54224.86
V;55 t/m 59 jaar;NIJMEGEN;5312;5295.82;8327341.26;1923965.61;1414426.76;306929.75;270819.03;255557.93;454220.47;165087.54;249887.91;33857.96;16444.56;124113.05;0;0;87039.87;53094.31;57.6;71217.17;166837.56
V;55 t/m 59 jaar;NISSEWAARD;3658;3645.21;6890921.55;1596153.04;392059.17;212452.36;187041.09;149755.68;424730.34;189930.94;104897.96;22675.59;57613.3;133811.77;0;0;43365.19;54220.75;23.4;53953.83;109743.33
V;55 t/m 59 jaar;NOARDEAST-FRYSLAN;1579;1574.39;2024946.12;521849;371039.25;91809.24;58840.8;89460.7;135544.58;46865.7;35210.17;6155.18;42555.87;44558.96;0;0;7896.02;11249.86;1960.2;5555.84;36518.14
V;55 t/m 59 jaar;NOORD-BEVELAND;269;269;427387.85;64574.77;28182.93;15565.81;10982.01;9054.44;48386.57;5551.73;7297.6;649.14;35305.29;6885.06;0;0;711.33;11446.62;1.8;2756.27;3848.59
V;55 t/m 59 jaar;NOORDENVELD;1225;1221.79;1392146.47;271121.34;121800.4;71282.19;48516.32;58467.71;84207.42;14919.55;15095.49;5728.1;5802.88;29100.92;0;0;19485.05;20935.8;105.75;0;31656.86
V;55 t/m 59 jaar;NOORDOOSTPOLDER;1553;1544.08;2250937.99;530675.13;184356.61;89778.45;66503.41;72652.54;160307.83;81843.34;40011.46;11160.28;14084.16;32575.3;0;0;18957.46;3809.76;211.5;9135.08;25731.45
V;55 t/m 59 jaar;NOORDWIJK;1632;1624.79;2263958.49;540564.2;200293.01;92565.22;66448.21;91573.68;191132.61;19271.51;79245.43;18235.28;12437.49;48208.44;0;0;30604.38;13149.18;19.8;27852.86;50861.48
V;55 t/m 59 jaar;NUENEN CA;902;899.79;1351813.28;300614.58;115172.27;52566.78;38950.11;24066.7;111273.12;30781.22;32903.77;4902.05;7164.1;10439.88;0;0;4714.41;4802.72;5.4;0;48138.78
V;55 t/m 59 jaar;NUNSPEET;899;898.06;1127686;273205.99;133222.91;51600.02;38776.25;42803.12;106513.53;36985.96;47568.61;5631.73;30637.8;15347.31;0;0;9126.35;353.15;19.35;41258.26;17519.93
V;55 t/m 59 jaar;OEGSTGEEST;846;841;1061941.33;196706.78;138283.57;48818.53;34701.93;43915.01;35386.65;10897.51;25757.93;2397.74;2988.27;9682.7;0;0;20460.47;14928.07;5.4;10183.51;17762
V;55 t/m 59 jaar;OIRSCHOT;750;746.24;1240602.51;212734.04;18004.02;43273.89;38744.27;26037.95;52598.01;53314.47;48562.08;4270.57;12691.26;7905.3;0;0;9317.7;9937.48;10.8;0;47312.51
V;55 t/m 59 jaar;OISTERWIJK;932;928.06;1372665.64;369640.69;55078.37;54057;50201.76;32648;69176.5;37259.29;55718.37;6990.88;8544.16;16545.94;0;0;14015.86;36173.35;1.8;0;38422.52
V;55 t/m 59 jaar;OLDAMBT;1522;1515.97;2398579.7;675853.53;296951.66;87889.97;75626.82;80199.62;141328.84;66757.88;32690.62;10794.18;33466.65;69836.98;0;35.02;15549.14;33027.83;61.2;40312.6;67125.27
V;55 t/m 59 jaar;OLDEBROEK;785;783;935487.18;244168.13;77733.71;45365.81;32233.06;37199.63;71608.15;23828.31;16147.81;2257.08;10242.11;13732.99;0;0;10957.82;218.95;19.8;9135.08;18581.73
V;55 t/m 59 jaar;OLDENZAAL;1107;1103.25;1524945.16;296207.09;138647.26;63992.75;48174.76;65791.83;76008.98;34083.77;26720.68;11578.94;70.2;16418.75;0;0;11618.64;3757.09;16.2;0;34475.61
V;55 t/m 59 jaar;OLST-WIJHE;644;642.9;843216.3;172910.41;167937.48;37182.45;28263.28;24677.26;58741.76;19017.51;17318.45;4251.98;3532.57;8609.68;0;0;4379.96;1216.77;12.6;12302.55;7464.05
V;55 t/m 59 jaar;OMMEN;646;644.83;635962.93;137261.06;202366.47;37069.14;22063.84;29396.94;60269.98;19379.99;16109.89;1828.25;7988.68;8143.61;0;0;5970.25;1513.03;23.4;0;10771.66
V;55 t/m 59 jaar;OOST GELRE;1087;1086.33;1492284.12;341776.34;182939.58;63304.67;50614.91;59207.34;112281.42;51417.67;24716.44;6539.69;11619.29;20512.3;0;0;6036.05;3154.87;3.15;0;24577.71
V;55 t/m 59 jaar;OOSTERHOUT;1954;1949.26;2854352.98;774664.29;403495.67;113432.04;73841.83;63446.91;178971.82;157707.13;79145.73;9060.99;29689.13;53634.17;0;0;9400.86;19959.92;12.6;10183.51;128649.34
V;55 t/m 59 jaar;OOSTSTELLINGWERF;972;968.61;1335497.94;264888.39;125019.62;55842.68;41878.93;45864.94;77708.84;35225.49;29961.24;3300;19652.43;25037.99;0;0;13292.17;1856.46;938.25;0;22116.71
V;55 t/m 59 jaar;OOSTZAAN;339;337.76;583868.31;110475.72;9921.16;19687.82;15729.68;16044.11;30610.37;9010.33;11049.1;5522.32;190.54;6186.22;0;0;4954.54;408;7.2;5584.48;5340.26
V;55 t/m 59 jaar;OPMEER;382;374.42;414459.59;91858.09;27427.69;21553.75;16041.68;14253.59;23904.53;9310.43;10416.08;3393.32;7931.35;2988.35;0;0;5665.65;2177.88;4.95;0;7024.43
V;55 t/m 59 jaar;OPSTERLAND;1089;1085.28;1292419.82;307992.83;121847.54;62394.82;41955.54;49815.7;112155.28;29387.7;22935.74;5050.37;9344.99;23745.96;0;0;14641.63;3608.33;1185.3;0;23697.99
V;55 t/m 59 jaar;OSS;3204;3192.25;4888718.08;1134539.36;434597.39;186015.2;155232.28;121170.21;370166.87;213348.25;115902.95;33190.07;82861.79;91003.45;0;0;27362.82;43951.56;23.4;36237.23;104581.9
V;55 t/m 59 jaar;OUDE IJSSELSTREEK;1517;1512.33;1894714.84;502261.06;251140.95;87776.88;67525.49;87846.1;128937.82;85022.41;47750.78;16566.62;6126.69;36603.46;0;0;16629.53;5733.38;17.55;15710.12;51514.85
V;55 t/m 59 jaar;OUDER-AMSTEL;491;488.78;1073055.94;126141.23;74826.36;28372.62;20627.19;22232.89;41935.13;3179.95;13455.6;2901.33;4229.61;10799.78;0;0;4204.89;1369.67;12.6;0;18859.57
V;55 t/m 59 jaar;OUDEWATER;341;341;722906.48;96983.35;15664.69;19840.38;12932.45;11476.96;37919.67;9829.97;12673.15;3921.35;0;5620.29;0;0;2597.58;291.24;1.35;30819.14;5165.6
V;55 t/m 59 jaar;OVERBETUWE;1583;1578.67;2418968.53;503902.33;85680.31;91940.73;77682.61;81374.31;180675.39;69578.74;61093.61;8953.64;9051.41;44960.8;0;0;23034.59;6928.57;16.2;27663.18;61238.5
V;55 t/m 59 jaar;PAPENDRECHT;1049;1046.5;1580956.06;351296.33;226249.33;60926.96;45759.12;36948.05;91483.51;36020.57;22171.07;2402.12;1085.14;31233.29;0;0;10891.82;2061.28;12.6;0;38105.97
V;55 t/m 59 jaar;PEEL EN MAAS;1594;1588.35;2226972.57;564701.35;133393.59;92408.39;89026.37;69548.91;142611.53;71316.92;106035.95;9674.93;30087.14;29548.3;0;0;8103.55;46184.35;3.6;0;51364.79
V;55 t/m 59 jaar;PEKELA;482;479.47;657907.81;224178.07;135881.47;27962.62;25977.44;27974.12;79361.04;33258.07;9204.93;2018.05;3639.78;11607.38;0;0;3588.73;2194.38;6.75;12401.41;36171.29
V;55 t/m 59 jaar;PIJNACKER-NOOTDORP;1428;1423.78;1854799.49;413990.15;162432.54;81877.56;61313.66;43300.39;87867.12;28264.64;58522.81;7840.67;6239.55;27514.97;0;0;12424.02;13255.05;14.4;9111.66;14427.55
V;55 t/m 59 jaar;PURMEREND;2975;2965.69;5357363.05;1110145.67;347336.71;171758.54;151315.43;198002.64;307490.46;90336.47;76938.94;22753.21;21181.37;99004.25;0;0;49259.71;23078.78;69.3;91240.48;87464.95
V;55 t/m 59 jaar;PUTTEN;789;787.16;1040167.15;216943.93;42287.34;45627.03;39156.85;40010.19;85044.57;28164.44;25887.18;5027.01;4141.92;16355.56;0;0;4747.6;2059.77;7.2;0;19444.61
V;55 t/m 59 jaar;RAALTE;1481;1480.42;1854984.18;351739.14;201202.3;85994.46;58036.66;72643.29;142813.39;60517.49;27365.25;9020.86;7035.47;18178.12;0;0;8135.79;2968.47;25.2;9062;17820.35
V;55 t/m 59 jaar;REIMERSWAAL;590;587.65;813365.08;185115.78;41350.63;33814.24;24842.67;22859.43;40755.06;18134.41;40734.31;2379.26;6941.32;8858.18;0;0;4968.79;15251.64;5.4;0;18897.97
V;55 t/m 59 jaar;RENKUM;1229;1223.28;1352981.18;302271.3;321329.67;70113.39;47204.92;62700.35;96930.9;20838.76;52745.7;7498.27;6294.18;18254.7;0;0;13329.56;25909.36;22.95;0;24800.55
V;55 t/m 59 jaar;RENSWOUDE;145;145;107072.23;61695.15;273.84;8455.05;6441.87;8205.86;15026.82;889.94;4155.37;703.42;0;2183.97;0;0;1115.42;433.11;0;0;1309.8
V;55 t/m 59 jaar;REUSEL-DE MIERDEN;539;538.97;575230.41;164036;114788.77;31353.06;22139.25;21283.36;39922.44;47787.99;27726.97;1957.5;5309.01;6734.85;0;0;4849.77;15049.4;3.6;0;23342.16
V;55 t/m 59 jaar;RHEDEN;1600;1596.69;2237155.84;473541.5;193417.01;92812.5;70031.78;98498.56;159388.43;57769.3;45003.48;9145.25;10337.43;26887.59;0;0;12257.02;33821.98;36;38222.19;90419.62
V;55 t/m 59 jaar;RHENEN;621;617.28;783533.5;165285.84;60812.52;35400.03;24140.91;30426.7;37915.57;9859.58;11718.93;3774.84;11085;13111.61;0;0;13069.79;1707.89;1.8;0;11598.75
V;55 t/m 59 jaar;RIDDERKERK;1569;1563.29;2237528.68;556007.81;159056.23;91111.22;79403.4;49943.02;155256.85;73471.33;54228.47;8189.46;9080.18;28134.62;0;0;17080.13;21809.32;14.4;28518.74;43498.27
V;55 t/m 59 jaar;RIJSSEN-HOLTEN;1062;1060.1;1465350.74;359748.09;44778.18;61727.25;50568.68;55156.11;106754.67;55826.8;31275.88;6590.38;3706.2;14938.78;0;0;9838.19;12516.82;8.55;0;29454.33
V;55 t/m 59 jaar;RIJSWIJK;1725;1719.23;2885546.3;661862.3;299631.31;99002.41;80936.2;57254.14;163459.65;54118.5;69115.39;10144.56;2980.52;62734.21;0;0;20484.14;17807.15;9;20619.09;38535.58
V;55 t/m 59 jaar;ROERDALEN;834;828.97;1077103.01;308777.51;94809.11;48003.63;38961.36;39090.63;107261.24;25004.86;50959.62;7879.12;15838.21;10605.15;0;0;2978.54;28244.13;5.4;0;19880.51
V;55 t/m 59 jaar;ROERMOND;2052;2042.27;3459037.06;807476.88;627626.22;120504.68;104323.51;96319.62;199655.47;111135.99;106791.9;8334.15;36855.02;58210.98;0;0;23375.8;37264.33;7.2;0;46520.35
V;55 t/m 59 jaar;ROOSENDAAL;2655;2645.31;3829431.58;1028223.48;496801.69;152132.68;112424.45;92166.81;316205.31;143243;168977.43;11429.97;38994.83;52529.19;0;0;25475.39;91367.46;22.5;17862.82;128970.38
V;55 t/m 59 jaar;ROTTERDAM;18768;18652.41;31663265.47;8351003.01;4088238.44;1115179.88;1056392.8;1029549.34;2162617.21;719023.9;469996.96;116330.13;93814.97;648884.91;0;162.2;181758.33;257780.3;123.3;775158.31;561945.67
V;55 t/m 59 jaar;ROZENDAAL;58;58;41531.3;11741.29;4382.8;3389.52;2685.93;3084.74;2024.69;77.16;0;267.42;0;0;0;0;695.87;48.18;0;0;1500.59
V;55 t/m 59 jaar;RUCPHEN;986;984.1;1484487.91;376266.36;218460.58;57364.92;45761.48;35370.75;126404.84;92963.53;67934.01;5384.9;23728.63;21616.47;0;0;4591.73;32527.88;9;20367.02;38898.79
V;55 t/m 59 jaar;S GRAVENHAGE;14900;14800.21;25575067.7;6816496.26;4086145.11;878335.39;868133.67;574838.38;1435108.44;433461.94;597643.53;103669.91;45039.69;500410.39;0;0;234946.32;189519.43;147.6;224411.99;599360.47
V;55 t/m 59 jaar;S HERTOGENBOSCH;5187;5169.88;7911771.17;1792119.87;1058636.17;300913.13;275859.94;196475.27;579720.18;274294.84;222189.28;37474.18;28220.06;89900;0;0;64091.3;28299.8;36;10183.51;269261.2
V;55 t/m 59 jaar;SCHAGEN;1675;1645.35;2234198.65;474974.59;266782.67;95242.59;68853.65;56883.23;117000.8;34123.48;27255.52;6417.89;9883.93;47065.65;0;0;26872.01;5763.63;49.95;88816.85;43937.04
V;55 t/m 59 jaar;SCHERPENZEEL;253;251.96;598690.99;83666.03;24093.03;14551.56;11786.39;12735.34;29005.45;16418.03;7329.36;1090.23;4166.56;4410.4;0;0;2915.15;254.06;1.35;0;4836.89
V;55 t/m 59 jaar;SCHIEDAM;2570;2552.35;4746215.5;1091400.92;905386.37;149611.9;122104.51;111891.17;271662.77;134870.31;55380.37;13980.08;10851.04;67224.19;0;0;41876.48;17965.02;8.55;93950.96;27794.83
V;55 t/m 59 jaar;SCHIERMONNIKOOG;37;37;31591.04;7291.15;2506.5;1991.45;1544.3;4211.27;1537.88;364.06;168;0;0;1597.59;0;0;0;0;37.8;0;4.12
V;55 t/m 59 jaar;SCHOUWEN-DUIVELAND;1277;1273.21;1657043.13;402020.34;190769.66;73765.89;51410.7;47910.47;96555.25;86222.66;50206.36;6624.43;51447.97;34582.82;0;0;14727.18;24624.54;6.3;24187.69;26957.79
V;55 t/m 59 jaar;SIMPELVELD;418;416.18;543814.68;148566.73;72893.8;24281.82;22344.12;21309.62;48277.25;24327.8;19804.57;3803.06;9578.01;10515.07;0;0;7362.95;9717.86;1.8;2756.27;37273.58
V;55 t/m 59 jaar;SINT ANTHONIS;435;434.9;486332.77;94659.49;76427.41;24980.8;20256.16;12196.58;30345.98;23751.81;16663.63;3081.33;1790.14;6663.22;0;0;5429.41;16087.29;7.2;0;7920.06
V;55 t/m 59 jaar;SINT-MICHIELSGESTEL;1029;1026.57;1622325.17;403642.32;60898.96;59570;49727.44;39994.72;132866.53;50826.29;37554.31;8148.76;13883.36;12322.84;0;0;7888.55;6552.3;7.2;0;41615.24
V;55 t/m 59 jaar;SITTARD-GELEEN;3708;3690.62;5503955.88;1533092.64;661385.33;214086.85;219693.04;177795.94;479524.4;147831.09;228703.25;32343.72;50749.22;78474.92;0;0;35434.9;206710.52;18;73741.83;112572.32
V;55 t/m 59 jaar;SLIEDRECHT;776;774.33;1078799.66;265446.1;83223.41;43859.22;30825.62;20782.3;92238.35;20084.2;21853.13;1277.94;4896.92;21922.38;0;0;10482.99;13867.62;5.85;14735.94;20649.01
V;55 t/m 59 jaar;SLUIS;897;890.43;962633.39;282189.66;73473.72;50099.32;34606.73;34495.3;64078.91;22878.82;42521.36;5031.54;39925.8;21232.58;0;0;14855.14;424811.19;1.8;0;18580.99
V;55 t/m 59 jaar;SMALLINGERLAND;1865;1859.6;2384252.25;666309.88;511340.23;107766.62;73876.44;99051.78;186097.97;65076.15;44006.05;11493.89;52827.92;42560.32;0;0;24191.23;2694.11;2186.1;15710.11;44731.61
V;55 t/m 59 jaar;SOEST;1579;1573.31;2293831.73;423451.75;264519.45;91316.46;69097.85;87638.28;146363.35;30176.12;62028.73;14478.62;8747.31;53930.74;0;0;32122;11834.62;46.8;27193.19;26467.4
V;55 t/m 59 jaar;SOMEREN;725;724.58;1145545.52;168128.31;45096.97;41930.7;32427.78;18679.73;40585.31;32314.44;37419.42;3789.27;22872.46;12828.63;0;0;7264.56;2145.08;5.4;0;47906.95
V;55 t/m 59 jaar;SON EN BREUGEL;479;477.63;720267.42;125410.39;61851.32;27846.2;20650.68;12690.2;38078.35;21568.8;21171.37;2607.54;6027.51;3069.1;0;0;6465.62;2288.75;3.6;0;23572.73
V;55 t/m 59 jaar;STADSKANAAL;1187;1183.08;1982767.65;472129.7;288802.34;68923.08;60515.53;76539.23;187492.86;51654.14;30337.85;3313.09;12417.49;37965.55;0;0;12793.46;3827.92;34.2;47798.7;54624.79
V;55 t/m 59 jaar;STAPHORST;455;452.91;593316.33;115939.04;74719.34;26298;16790.03;17369.21;79777.05;15580.7;13070.15;4116.53;3848.53;4977.27;0;0;5145.82;8482.77;10.8;12401.41;5980.81
V;55 t/m 59 jaar;STEDE BROEC;759;754.17;1159600.73;275488.8;86412.14;43398.22;35857.88;25964.71;67306.08;47283.18;15135.54;3715.98;13349.25;19613.33;0;0;8142.57;10406.64;14.4;15144.86;32364.9
V;55 t/m 59 jaar;STEENBERGEN;878;877.5;1078715.5;297896.03;58154.6;51047.34;47459.06;31379.19;90858.68;72010.83;38414.86;2767.42;23001.91;13595.9;0;0;4322.48;31246.54;1.8;14841.96;44126.89
V;55 t/m 59 jaar;STEENWIJKERLAND;1591;1588.67;2673814.49;472357.94;120866.15;92536.68;66826.77;71626.83;151330.59;65524.56;44232.47;6029.46;32038.14;37770.01;0;0;24250.85;3484.15;314.1;86352.87;43605.94
V;55 t/m 59 jaar;STEIN;1056;1051.37;1482418.92;301969.08;140788.7;61221.96;60256.73;53438.57;104005.13;52812.91;52547.92;5705.81;7111.6;14516.33;0;0;7853.92;67527.88;1.8;0;34383.54
V;55 t/m 59 jaar;STICHTSE VECHT;2438;2433.12;3649365.36;943571.72;364626.95;141673.94;104831.24;124853.1;192018.24;44373.14;79719.01;13200.49;24215.12;52726.35;0;0;20829.32;21410.17;39.6;31130.44;83130.5
V;55 t/m 59 jaar;SUDWEST-FRYSLAN;3105;3094.56;3680493.59;864337.7;600642.89;179926.77;118862.9;144562.06;248121.79;87390.47;67422.62;15020.21;43665.98;61467.42;0;0;34139.31;10561.1;3577.95;62130.58;61207.1
V;55 t/m 59 jaar;TERNEUZEN;1953;1944.99;2572721.51;765514.75;225588.43;111810.33;97100.35;99036.55;200250.11;75648.85;52446.74;10301.66;38830.99;37352.23;0;0;27553.42;372069.44;1.8;0;55434.85
V;55 t/m 59 jaar;TERSCHELLING;146;146;147440.87;33719.78;12306.19;8517.63;8901.38;16476.14;2572.48;2011.81;609;145.5;0;3276.45;0;0;453.79;34.48;154.8;0;1515.95
V;55 t/m 59 jaar;TEXEL;576;574.96;1060915.64;219142.37;43025.96;33354.63;31512.31;23989.56;50296.77;17956.62;38589.39;5305.48;29174.38;35126;0;0;12696.28;5670.36;42.3;0;23810.88
V;55 t/m 59 jaar;TEYLINGEN;1251;1247.45;1854487.34;530518.44;162860.87;72406.7;54940.55;64169.56;106489.67;13300.21;62224.37;8910.94;5665.49;34121.39;0;0;26447.02;18758.19;7.2;0;33558.12
V;55 t/m 59 jaar;THOLEN;782;779.63;1086233.73;277296.82;39573.17;45364.05;34434.19;25632.01;73400.66;77320.51;25843.58;2118.27;26830.91;24988.7;0;0;2435.21;20662.68;5.4;0;36668.76
V;55 t/m 59 jaar;TIEL;1408;1403.05;2411906.97;494254.77;295871.8;81595.93;69016.71;77663.16;148847.72;53519.98;27477;8899.96;10475.21;37627.66;0;0;19765.65;5743.76;11.7;59649.18;85844.42
V;55 t/m 59 jaar;TILBURG;6425;6390.48;9424422.68;2258192.52;1169593.77;369575.45;312942.87;233390.76;706070.18;349835.39;226581.96;29888.74;49614.7;184359.67;0;0;113350.76;111244.53;28.35;41439.03;275714.01
V;55 t/m 59 jaar;TUBBERGEN;748;746.31;988188.47;210918.28;23553.97;43405.85;29787.32;31442.51;69992.86;36151.26;35123.58;3472.28;5809.88;13651.25;0;0;6599.72;711.41;1.8;0;21325.17
V;55 t/m 59 jaar;TWENTERAND;1115;1114.59;1553887.02;429903.57;100088.11;64678.47;48265.67;51079.4;138403.4;53386.06;42074.4;9212.72;16963.95;21067.71;0;0;7027.33;42757.53;9;0;48105.94
V;55 t/m 59 jaar;TYNAARLO;1292;1288.92;1853247.85;286147.81;213964.96;73958.62;58003.92;61584.11;134122.67;29318.84;38864.85;5589.15;849.91;48709.66;0;0;16324.68;13632.1;82.35;10391.34;24317.29
V;55 t/m 59 jaar;TYTSJERKSTERADIEL;1138;1134.51;1374343.26;290091.86;167465.47;65663.4;41002.4;51261.41;83253.64;29269.71;21045.63;6344.46;4764.58;30413.45;103.99;0;10513.31;5683.17;1282.5;12078.99;23423.57
V;55 t/m 59 jaar;UDEN;1389;1387.05;1755011.39;436497.3;189275.69;80609.89;63463.56;51789.42;194496.06;70527.96;49421.44;9440.43;46931.01;51182.47;0;0;14871.95;16848.22;31.95;18556.69;49848.98
V;55 t/m 59 jaar;UITGEEST;439;436.44;575337.43;105470.11;57644.55;25464.77;16827.45;23825.15;27000.05;3355.66;13411.32;1047.62;1864.41;8772.38;0;0;4184.47;2036.61;12.6;0;10612.64
