GESLACHT;LEEFTIJDSKLASSE;GEMEENTENAAM;AANTAL_BSN;AANTAL_VERZEKERDEJAREN;KOSTEN_MEDISCH_SPECIALISTISCHE_ZORG;KOSTEN_FARMACIE;KOSTEN_TWEEDELIJNS_GGZ;KOSTEN_HUISARTS_INSCHRIJFTARIEF;KOSTEN_HUISARTS_CONSULT;KOSTEN_HUISARTS_OVERIG;KOSTEN_HULPMIDDELEN;KOSTEN_MONDZORG;KOSTEN_PARAMEDISCHE_ZORG_FYSIOTHERAPIE;KOSTEN_PARAMEDISCHE_ZORG_OVERIG;KOSTEN_ZIEKENVERVOER_ZITTEND;KOSTEN_ZIEKENVERVOER_LIGGEND;KOSTEN_KRAAMZORG;KOSTEN_VERLOSKUNDIGE_ZORG;KOSTEN_EERSTELIJNS_PSYCHOLOGISCHE_ZORG;KOSTEN_GRENSOVERSCHRIJDENDE_ZORG;KOSTEN_EERSTELIJNS_ONDERSTEUNING;KOSTEN_GERIATRISCHE_REVALIDATIEZORG;KOSTEN_OVERIG
M; 0 t/m  4 jaar;HARLINGEN;373;342.58;226764.79;19575.25;7734.35;18622.97;8801.67;18350.35;2806.82;4732.29;10537.29;16333.28;0;6124.87;0;0;0;547.14;361.63;0;452.42
M; 0 t/m  4 jaar;HATTEM;315;278.63;189794.5;12577.86;10501.89;14948.68;7344.88;16453.33;5756.88;5190.23;4206.47;10859.37;0;1833.56;0;0;0;99.78;5.59;0;86.6
M; 0 t/m  4 jaar;HEEMSKERK;987;906.32;839403.02;123742;15729.71;48696.25;24049.75;63850.68;32911.13;21321.91;23354.85;17403.67;5351.41;15397.21;0;0;131;2488.16;21.93;0;102.47
M; 0 t/m  4 jaar;HEEMSTEDE;642;583.08;817867.21;49943.95;5891.4;31468.01;14239.1;38399.63;7380.63;14076.78;10800.5;16937.84;0;10158.65;0;0;0;4966.5;3.87;0;1935.19
M; 0 t/m  4 jaar;HEERDE;483;446.99;279495.05;18730.86;3472.49;24254.49;11165.39;25552.21;14592.81;9932.66;8347.81;13380;5997.93;2530.92;0;0;94.5;141.43;6.88;0;121.66
M; 0 t/m  4 jaar;HEERENVEEN;1290;1169.19;1372826.85;70687.9;11463.19;63168.72;26214.73;93178.91;29593.84;11894.81;22107.45;32582.69;248.71;17409.83;0;0;0;4495.96;1173.9;0;3115.18
M; 0 t/m  4 jaar;HEERHUGOWAARD;1683;1538.84;1522200.79;126852.79;18374.86;83264.86;44228.85;90493.8;44731.14;39903.97;29775.92;53868.52;427.97;29704.63;0;0;988.63;3301.5;38.7;0;148.77
M; 0 t/m  4 jaar;HEERLEN;1977;1771.82;2305615.54;240273.06;58086.45;94130.71;54345.12;134383.44;58542.07;42058.96;36887.17;119889.16;32774.19;20885.16;0;0;902;9113.16;11.18;0;3611.4
M; 0 t/m  4 jaar;HEEZE-LEENDE;351;325.42;573217.47;34308.01;0;17744.1;10003.54;14643.29;5126.71;4278.48;6704.42;13187.33;0;5719.18;0;0;0;862.29;1.72;0;98.37
M; 0 t/m  4 jaar;HEILOO;461;427.96;278971.41;20521.21;1197.03;22715.46;10114.94;17009.22;2097.67;8943.06;12556.82;11303.94;0;4344.41;0;0;0;1687.52;14.19;0;107.36
M; 0 t/m  4 jaar;HELLENDOORN;921;838.06;763964.97;53728.17;29192.03;45294.15;23222.49;47419.65;13994.24;16458.9;41533.83;27241.14;0;13943.64;0;0;57;1143.73;10.32;0;77.46
M; 0 t/m  4 jaar;HELLEVOETSLUIS;1000;898.84;1235264.14;87345.3;60643.1;48719.46;26945.6;59251.56;38911.3;11655.37;25772.41;45723.92;0;10645.96;0;0;0;2114.05;17.2;0;123.57
M; 0 t/m  4 jaar;HELMOND;2609;2348.74;3916726.68;220157.41;27152.07;126941.97;74864.3;177174.43;49302.64;45487.58;47487.45;126897.81;6884.85;38603.33;0;0;1689.34;12154.71;20.21;0;11193.55
M; 0 t/m  4 jaar;HENDRIK-IDO-AMBACHT;1029;937.63;723556.53;101059.3;57599.36;50433.54;26925.79;47685.53;41990.66;12409.71;37110.59;31738.57;4385.26;13567.45;0;0;148.61;1258.83;9.03;0;12769.54
M; 0 t/m  4 jaar;HENGELO;2194;1968.93;2412252.32;176915.35;147776.89;100732.26;49318.59;161595.58;43971.04;37791.93;82240.29;82357.49;4980.52;36020.6;0;0;861;9715.35;31.39;0;400.99
M; 0 t/m  4 jaar;HET HOGELAND;1220;1101.16;1039542.01;107015;83087.33;59024.26;28298;70335.42;50077.57;19133.78;55142.86;30567.02;12587.48;19690.8;0;0;252;1428.13;59.77;0;2583.13
M; 0 t/m  4 jaar;HEUMEN;360;331.55;517747.65;46027.33;6588.23;18012.95;9200.09;20443.96;13345.51;6423.7;11825.6;13082.19;2923.2;1600.8;0;0;0;50.09;0.86;0;2942.61
M; 0 t/m  4 jaar;HEUSDEN;1115;1016.99;821317.79;106941.69;28963.79;55302.91;30696.97;57743.45;50407.75;24059.46;38039.4;57050.24;470.09;7567.94;0;0;0;5942.09;10.32;0;158.92
M; 0 t/m  4 jaar;HILLEGOM;570;511.8;549694.41;83164.94;36872.59;27305.31;15850.78;30064.38;32872.64;12696.22;12951.69;8125.02;0;10437.37;0;0;0;312.35;2.58;0;336.19
M; 0 t/m  4 jaar;HILVARENBEEK;330;303.34;280465.08;20771.8;42.16;16484.75;8302.76;11948.03;11383.52;7457.45;8210.17;9614.99;0;4648.97;0;0;0;382.35;1.72;0;28.88
M; 0 t/m  4 jaar;HILVERSUM;2344;2127.15;1978907.51;154013.42;20408.18;114116.69;58724.43;147190.36;83665.79;33015.62;31361.86;49923.8;2653.58;28286.25;0;0;1061;9722.93;73.53;0;3932.09
M; 0 t/m  4 jaar;HOEKSCHE WAARD;2086;1891.48;2306638.53;213280.08;70803.45;102018.14;52954.41;123702.03;74248.49;21271.52;59682.63;51041.19;19879.71;29871.7;0;0;941.54;9329.95;21.93;0;3144.59
M; 0 t/m  4 jaar;HOF VAN TWENTE;794;719.74;876172.49;67323.48;33400.94;38473.85;18882.34;42521.49;17327.53;13194.61;16770.98;35160.27;3018.67;14772.85;0;0;1817;1160.94;11.61;0;72.15
M; 0 t/m  4 jaar;HOLLANDS KROON;1190;1087.68;905810.26;92467.78;9837.2;58803.11;23493.07;56370.35;15735.74;28712.84;26504.34;49031.44;12275.53;20867.73;0;0;180;2263.8;33.54;0;75.12
M; 0 t/m  4 jaar;HOOGEVEEN;1586;1446.33;2125716;155469.41;248475.18;78875.06;47723.61;128784.43;52157.93;27491.99;51911.73;47171.24;3331.94;22976.7;0;0;636;5814.23;39.99;0;14760.41
M; 0 t/m  4 jaar;HOORN;2164;1958.46;2363725.21;207632.21;43528.19;104879.78;50103.64;142497.12;47249.35;50160.62;35153.92;53100.56;8257.4;43935.68;0;0;2437;7518.76;41.28;0;6800.73
M; 0 t/m  4 jaar;HORST AAN DE MAAS;992;897.76;1112168.9;81984.97;39725.49;48582.87;27371.84;56250.3;20311.72;22494.38;28325.21;29617.52;1974.95;17175.71;0;0;265.45;1147.75;10.32;0;8.44
M; 0 t/m  4 jaar;HOUTEN;1581;1451.91;1522914.25;116921.29;95943.45;79140.75;37184.33;106079.56;36981.02;28627.02;43489.79;35677.07;0;11895.7;0;0;1117;9205.36;20.64;0;30848.75
M; 0 t/m  4 jaar;HUIZEN;1037;933.33;914795.3;92024.24;19607.15;50232.5;27518.47;68560.71;34428.2;20102.93;20755.67;25652.37;914.82;14665.33;0;0;275;11664.1;37.84;0;10046.14
M; 0 t/m  4 jaar;HULST;469;427.93;355539.19;48869.39;51149.76;22801.93;12204.86;31605.58;11912.64;5844.54;13778.57;9708.73;10661.06;0;0;0;0;165037.39;0;0;4.79
M; 0 t/m  4 jaar;IJSSELSTEIN;991;902.85;1057406.5;83977.55;45406.76;48110.58;26535.39;68556.97;35616.38;15356.53;38700.87;37101.66;4725.31;16494.75;0;0;1363.75;5928.93;14.19;0;620.55
M; 0 t/m  4 jaar;KAAG EN BRAASSEM;659;592.8;465882.48;49610.26;26818.82;32030.87;16817.46;39258.39;7170.59;9543.93;16913.55;25993.37;0;6967.53;0;0;629;1438.96;0.86;0;4171.98
M; 0 t/m  4 jaar;KAMPEN;1759;1588.67;1395275.26;94786.06;27149.9;86248.96;37012.61;102568.09;40641.96;25603.9;53402.42;51150.41;18217.19;23915.32;0;0;0;2350.59;41.28;0;295.38
M; 0 t/m  4 jaar;KAPELLE;365;332.59;575526.61;56082.15;11235.76;17800.52;8796.65;14182;13754.4;6156.56;12710.67;18431.19;446.57;5214.28;0;0;180;1012.03;0;0;43.53
M; 0 t/m  4 jaar;KATWIJK;1988;1799.17;2850643.85;166256.49;39893.01;97180.87;55229.53;139262.63;47091.96;47627.12;46124.98;81796.56;5208.69;39379.76;0;0;3122.56;13510.78;14.62;0;832.73
M; 0 t/m  4 jaar;KERKRADE;971;872.76;2054134.17;116918.4;10336.71;45943.2;29125.08;67119.09;19337.86;23789.21;22109.22;55208.08;1710.56;20496.07;0;0;713.4;62123.5;6.45;0;2219.73
M; 0 t/m  4 jaar;KOGGENLAND;581;526.48;509547.63;39684.1;28008.92;28461.52;11894.19;28538.73;8849.52;12339.9;22218.99;18268.25;0;7512.05;0;0;341;1736.58;9.46;0;1806.61
M; 0 t/m  4 jaar;KRIMPEN AAN DEN IJSSEL;749;684.68;614066.84;45287.69;67428.03;37082.42;19718.47;39919.38;10157.23;7799.45;33513.71;25499.26;0;6945.16;0;0;503;1015.3;5.16;0;309.91
M; 0 t/m  4 jaar;KRIMPENERWAARD;1392;1281.3;1707126.22;144090.28;30875.32;69058.09;38974.58;66244.74;45700.13;29641.05;42673.43;46342.62;1555.24;25565.83;0;0;295;3043.19;13.76;0;376.74
M; 0 t/m  4 jaar;LAARBEEK;541;493.03;753577.28;44776.9;13797.65;26800.1;17436.16;27817.72;13833.46;10114.3;18548.04;14134.43;714.1;13638.13;0;0;300;2292.14;0;0;43.75
M; 0 t/m  4 jaar;LANDERD;381;343.09;308655.98;38778.77;20052.81;18593.1;11765.8;22320.36;4219.07;10272.93;10011.24;7867.29;8077.92;4801.21;0;0;0;1673.81;9.03;0;25.51
M; 0 t/m  4 jaar;LANDGRAAF;752;679.99;790907.58;51304.79;27511.03;36278.48;21582.66;44269.17;16988.81;15524.12;11661.28;32941.3;0;4585.75;0;0;252;6862.74;3.87;0;239.87
M; 0 t/m  4 jaar;LANDSMEER;238;219.48;135691.45;10829.02;0;11800.7;6581.46;12265.56;2436.86;3988.43;9409.84;7883.03;0;1333.32;0;0;0;922.08;1.72;0;138.35
M; 0 t/m  4 jaar;LANGEDIJK;689;621.69;630486.06;38474.55;4019.92;33264.85;14945.1;30917.79;8016.39;11613.12;17902;18743.46;627.3;15854.88;0;0;192;2257.37;10.32;0;93.98
M; 0 t/m  4 jaar;LANSINGERLAND;2136;1936.91;2006394.03;207632.29;46761.88;104419.49;56130.24;106819.9;38414.36;33973.41;69416.92;46827.52;252.2;22290.83;0;0;888.7;16549.74;22.79;0;19309.82
M; 0 t/m  4 jaar;LAREN;198;179.05;130074.69;11014.35;0;9591;4907.95;9183.45;2450.94;2268.87;2444.53;4539.37;0;3293.23;0;0;63;5316.14;0;0;134.66
M; 0 t/m  4 jaar;LEEUWARDEN;3342;2978.04;3840510.71;252964.28;71117.68;160811.89;72569.66;222581.75;56634.88;50048.16;79148.72;89203.42;3318.5;84665.33;0;0;347;6494.27;3314.44;0;26476.41
M; 0 t/m  4 jaar;LEIDEN;3098;2771;3078415.81;223077.22;49026.21;148847.05;78374.68;219793.92;60218.48;58756.27;63316.92;139544.22;737.35;39740.63;0;0;1647.5;10526.23;30.1;0;24482.69
M; 0 t/m  4 jaar;LEIDERDORP;688;613.17;688195.17;69664.99;32163.67;32833.34;15824.94;49120.23;12300;10226.75;17794.11;26070.12;0;9831.27;0;0;250;1900.24;12.47;0;8735.71
M; 0 t/m  4 jaar;LEIDSCHENDAM-VOORBURG;2026;1797.65;2572083.34;186553.06;26282.94;94611.86;54221.56;99416.32;25329.05;24877.18;54383.04;38286.93;1651.4;38196.64;0;0;647;30667.37;28.81;0;3502.3
M; 0 t/m  4 jaar;LELYSTAD;2422;2198;2502899.32;220275.23;68680.41;115287.68;62001.05;173830.35;67462.54;53342.48;58129.35;72401.34;4486.26;33018.01;0;0;306;6948.77;76.97;0;14081.46
M; 0 t/m  4 jaar;LEUDAL;746;668.99;820777.97;48235.43;86783.13;36110.8;19645.31;44846.14;13191.71;12812.15;22504.6;26272.32;513.22;8610.98;0;0;320;9927.35;4.3;0;35.22
M; 0 t/m  4 jaar;LEUSDEN;792;715.27;803599.06;58870.09;6322.49;38758.24;20048.82;44640.46;22769.29;10297.62;10449.44;22732.97;1104.08;5897.5;0;0;336.2;83256.25;13.76;0;1218.95
M; 0 t/m  4 jaar;LINGEWAARD;1196;1097.28;1681409.7;106844.92;14679.98;59286.91;33037.54;75009.57;15301.8;21614.87;50850.03;63435.13;3608.71;23888.37;0;0;252.8;773.03;18.92;0;246.11
M; 0 t/m  4 jaar;LISSE;581;526.35;551768.46;41584.05;3858.32;28362.88;14333.59;32881.28;5109.58;14999.73;15728.92;16428.58;0;14059.26;0;0;0;3676.87;8.6;0;282.13
M; 0 t/m  4 jaar;LOCHEM;634;569.44;915116.41;78196.92;26754.1;30060.88;13652.73;35540.63;39413.43;8500.08;15011.6;15412.16;9695.98;16040.94;0;0;454.85;134.21;6.88;0;118.84
M; 0 t/m  4 jaar;LOON OP ZAND;548;495.3;515909.6;28800.11;3858.32;26480.57;15825.21;29247.54;7279.42;10290.27;13047.52;21501.27;2001.84;9147.8;0;0;968;1089.56;0;0;65.44
M; 0 t/m  4 jaar;LOPIK;367;337.25;329576.15;25668.52;8818.95;18342.75;8749.38;17098.63;11817.35;9779.11;13941.53;9010.66;0.79;7544.6;0;0;1059;304.28;3.44;0;190
M; 0 t/m  4 jaar;LOPPERSUM;275;253.91;220983.48;15567.95;9397.38;13602.86;6524.64;10964.9;1740.96;4366.2;7530.34;6308.71;0;578.56;0;0;0;371.27;8.17;0;120.1
M; 0 t/m  4 jaar;LOSSER;543;489.69;949208.81;63045.98;27175.37;26021.85;10869.33;36326.63;24999.58;10167.74;23034.42;25601.25;2449.48;10796.31;0;0;0;198799.13;7.74;0;172.8
M; 0 t/m  4 jaar;MAASDRIEL;604;545.15;743957.67;36541.24;5454.86;29585.17;15395.84;35939.49;11693.54;14820.65;19344.68;26826.79;0;16739.31;0;0;407.26;2180.17;4.73;0;64.42
M; 0 t/m  4 jaar;MAASGOUW;429;385.02;394250.43;57757.59;1682.99;20503.17;12685.8;23003.71;21684.47;9085.05;21232.11;17692.39;546.08;4064.45;0;0;0;952.05;3.44;0;34.92
M; 0 t/m  4 jaar;MAASSLUIS;832;761.59;816257.35;130180.22;20024.86;41163.83;21049.11;53803.12;25061.17;11659.63;44593.81;33591.65;2106.62;11982.25;0;0;130;1969.54;5.16;0;251.51
M; 0 t/m  4 jaar;MAASTRICHT;2172;1919.59;2531095.86;193860.73;123200.91;101977.72;57789.18;122691.76;31719.98;31827.52;46092.67;72718.93;10760.52;15728.16;0;0;4331;41238.22;12.9;0;2391.02
M; 0 t/m  4 jaar;MEDEMBLIK;1077;986.67;863441.67;97644.32;14351.05;52278.16;25294.19;52692.98;26572.32;30856.56;19913.38;33288;1816.32;13196.01;0;0;90;2448.17;28.38;0;102.7
M; 0 t/m  4 jaar;MEERSSEN;360;324.84;212792.59;20037.78;16189.51;17439.08;9430.23;17631.73;5473.5;7493.58;11369.23;19236.47;0;3361.22;0;0;651;5243.47;0;0;9.42
M; 0 t/m  4 jaar;MEIERIJSTAD;1993;1802.36;2228009.16;211439.56;73039.41;97714.63;59931.36;121145.18;52224.58;49294.62;49422.05;85143.67;2808.9;28947.77;0;0;0;13886.7;15.05;0;128.63
M; 0 t/m  4 jaar;MEPPEL;959;870.13;991019.86;88591.94;60080.7;47253.13;26206.11;65393.65;55732.66;16191.54;67648.8;59845.85;15217.04;20694.03;0;0;905;907.51;76.54;0;114.57
M; 0 t/m  4 jaar;MIDDELBURG;1263;1139.42;1214774.83;134295.38;110129.68;60356.21;29256.69;75755.18;19100.92;16600.9;25443.19;29565.9;2556.15;24587.06;0;0;376;16690.03;3.44;0;3013.16
M; 0 t/m  4 jaar;MIDDEN-DELFLAND;503;461.91;590342.53;37945.53;0;24894.06;13041.24;30030.39;9564.29;8280.8;12181.44;14875.49;0;7661.98;0;0;0;427.36;4.3;0;392.82
M; 0 t/m  4 jaar;MIDDEN-DRENTHE;734;659.76;689796;54033;214207.1;35448.89;17286.56;45807.14;28938.46;12361.74;14260.31;28431.71;192.37;8220.95;0;0;0;589.63;39.13;0;154.7
M; 0 t/m  4 jaar;MIDDEN-GRONINGEN;1535;1394.86;1491508.98;114289.31;164022.2;75409.48;39428.9;98414.6;52087.86;20837.08;66582.97;45751.87;3861.16;25123.47;0;0;576;17587.43;73.1;0;326.96
M; 0 t/m  4 jaar;MILL EN SINT HUBERT;225;204.91;315043.5;25687.74;1481.39;10838.9;5098.94;11732.06;7841.53;7266.69;6334.44;10406.78;1396.41;4748.59;0;0;300;0;0;0;16.22
M; 0 t/m  4 jaar;MOERDIJK;930;848.33;836397.06;86998.86;7382.51;44694.94;26964.05;46647.38;32289.25;16637.3;27363.13;37750.21;986.46;12013.88;0;0;304;2351.7;2.58;0;129.65
M; 0 t/m  4 jaar;MOLENLANDEN;1364;1227.9;1098829.94;131930.36;36554.28;65434.08;31523.09;45376.43;36412.17;26263.78;54082.18;34535.05;4904.54;13838.05;0;0;634.5;1829.66;4.73;0;236.54
M; 0 t/m  4 jaar;MONTFERLAND;721;646.57;772017.28;83953.45;13690.81;34497.7;17667.5;46769.17;18513.63;15702.64;35874.32;29086.23;0;11561.35;0;0;63.2;315.5;5.16;0;3660.07
M; 0 t/m  4 jaar;MONTFOORT;398;364.58;330808.31;32349.28;3862.97;19512.85;9873.11;24327.23;4571.32;9524.11;11682.3;7134.89;0;7857.91;0;0;864.5;1188.03;5.16;0;93.37
M; 0 t/m  4 jaar;MOOK EN MIDDELAAR;140;125.71;170371.97;5672.65;8737.89;6792;3919.42;8390.67;896.31;3149.59;2575.08;6847.56;0;3423.68;0;0;0;194.31;5.16;0;835.24
M; 0 t/m  4 jaar;NEDER-BETUWE;674;605.84;761234.22;63694.09;4286.07;32703.61;18808.98;41700.05;41398.26;15940.6;9827.33;29469.28;3363.75;11019.74;0;0;335;271.71;7.74;0;178.08
M; 0 t/m  4 jaar;NEDERWEERT;342;307.71;386815.06;36099.36;24304.48;16965.85;10488.16;21194.15;7776.27;4363.99;5993.16;11861.27;0;4723.89;0;0;0;479.31;0;0;40.88
M; 0 t/m  4 jaar;NIEUWEGEIN;1719;1543.69;2005477.27;145917.86;38423.19;81237.19;44579.74;127726.36;33389.7;36195.21;49354.95;42212.18;328.36;27771.83;0;0;2865.5;6080.64;27.09;0;30461.4
M; 0 t/m  4 jaar;NIEUWKOOP;677;616.51;714766.95;44635.76;3858.32;33342.11;20523.94;42482.04;5287.45;12623.12;17865.02;20873.09;0;13552.21;0;0;64.5;2465.46;1.72;0;427.88
M; 0 t/m  4 jaar;NIJKERK;1269;1145.45;1678474.89;65211.88;10392.97;61679.85;30788.14;69710.49;19719.43;30848.66;26146.02;27771.75;593.2;23299.83;0;0;325;2929.57;14.62;0;23952.96
M; 0 t/m  4 jaar;NIJMEGEN;4273;3825.68;4136155.14;399249.05;113536.76;204164.44;107680.3;290705.91;91171.88;107542.41;154541.32;168397.79;9598.52;61725.34;0;0;948;16674.31;46.44;0;16932.62
M; 0 t/m  4 jaar;NISSEWAARD;2140;1926.85;3089966.83;185638.52;67194.35;103893.63;54716.1;138523.6;39992.77;32430.59;61447.98;62913.89;1805.5;40472.5;0;0;118.89;6609.02;25.8;0;2521.6
M; 0 t/m  4 jaar;NOARDEAST-FRYSLAN;1300;1180.31;1187022.07;135358.55;62947.99;63591.57;25979.81;88777.85;41702.95;20033.61;33063.77;38497.88;0;22028.55;0;0;0;417.02;1429.32;0;843.54
M; 0 t/m  4 jaar;NOORD-BEVELAND;152;133.04;190039.78;20362.15;2184.82;6966.51;3663.43;7606.23;8639.1;2700.83;4336.4;4711.89;0;3491.52;0;0;320;744.68;0;0;4.22
M; 0 t/m  4 jaar;NOORDENVELD;697;643.89;542487.58;43839.94;18129.67;35141.19;15599.46;38031.63;2320.46;9793.9;18588.58;16945.32;0;5376.08;0;0;180;47.5;69.23;0;155.53
M; 0 t/m  4 jaar;NOORDOOSTPOLDER;1450;1315.28;1375781.97;86875.41;28868.23;71055;32419.42;89257.76;29886.02;27010.07;33888.35;55001.54;438;22688.4;0;0;315;662.09;154.37;0;2930.26
M; 0 t/m  4 jaar;NOORDWIJK;1009;914.13;666360.35;68543.12;36591.98;49374.06;26417.24;67543.31;18524.42;23929.99;26331.22;18429.67;2955.81;10426.53;0;0;1519.5;8257.04;8.6;0;14982.99
M; 0 t/m  4 jaar;NUENEN CA;474;429.25;439404.14;49457.83;10170;23093.26;12998.66;23650.3;16908.79;5721.94;10106.19;15778.17;1389.14;5398.83;0;0;0;263462.43;2.15;0;342.09
M; 0 t/m  4 jaar;NUNSPEET;804;721.67;750728.76;72669.65;9292.49;38459.7;18639.14;44136.18;26227.39;20332.44;12899.3;23678.15;4042.42;14526.01;0;0;0;403.45;5.16;0;72.96
M; 0 t/m  4 jaar;OEGSTGEEST;592;536.33;608647.11;38395.84;2146.08;28883.4;14494.12;38337.18;9643.98;7901.65;15456.01;16291.08;0;16335.89;0;0;114;1754.91;4.3;0;754.73
M; 0 t/m  4 jaar;OIRSCHOT;410;373.51;263328.87;51697.03;266.41;20261.21;10791.78;15896.5;10424.81;8379.32;13862.46;20194.48;0;3135.8;0;0;0;190;1.29;0;41.36
M; 0 t/m  4 jaar;OISTERWIJK;580;522.72;406669.17;61288.19;2650.8;28278.83;14945.98;23976.6;7849.4;10597.88;11735.4;16549.92;0;4092.24;0;0;315;675.1;0;0;85.78
M; 0 t/m  4 jaar;OLDAMBT;815;741.91;855942.28;76581.29;44921.02;39975.12;22975.39;50038.93;17606.79;13558.01;24376.26;27316.95;0;7635.41;0;0;1227.3;1195.73;30.96;0;5024.1
M; 0 t/m  4 jaar;OLDEBROEK;680;620.12;1028456.84;52775.22;39479.26;33379.85;16896.99;33763.24;35145.42;11532.97;16689;22956.76;0;24322.11;0;0;0;483.78;7.31;0;4334.48
M; 0 t/m  4 jaar;OLDENZAAL;877;805.89;752298.66;93424.4;49817.69;42654.38;18774.31;53339.37;16678.09;14413.06;26930.35;33093.96;0;12929.86;0;0;0;1647.6;4.73;0;198.1
M; 0 t/m  4 jaar;OLST-WIJHE;447;402.37;555212;26485.43;9802.98;21783.13;11451.13;22614.56;5383.42;6226.29;10464.02;22508.37;0;10050.15;0;0;174;1748.83;3.44;0;97.36
M; 0 t/m  4 jaar;OMMEN;481;433.67;402561.47;18050.02;13176.46;23178.91;8932.07;26121.27;11349.84;6516.96;11650.48;18111.73;1513.9;3417.23;0;0;130;78.49;11.61;0;0
M; 0 t/m  4 jaar;OOST GELRE;719;651.45;764181.53;57522.53;0;35544.8;19098.66;42813.92;10481.3;16057.18;20582.33;13703.43;1141.16;10803.51;0;0;1060.8;169.69;12.9;0;79.12
M; 0 t/m  4 jaar;OOSTERHOUT;1289;1177.81;1469406.96;84845.31;72048.26;63693.68;30968.32;84875.41;33249.81;20514;49933.05;54706.95;3833.37;21298.51;0;0;546;9307.7;12.9;0;684.4
M; 0 t/m  4 jaar;OOSTSTELLINGWERF;618;560.21;571903.23;46205.11;16564.98;29509.03;14983.55;36765.63;18034.63;8774.09;12816.94;19320.19;11603.6;9538.53;0;0;0;213.5;485.04;0;90.76
M; 0 t/m  4 jaar;OOSTZAAN;208;188.63;91070.09;4557.65;4154.6;10131.4;4365.9;11648.62;757.32;5105.27;2554.39;2763.91;0;1323.94;0;0;0;232.6;3.44;0;149.19
M; 0 t/m  4 jaar;OPMEER;291;260.08;332491.94;30022.83;2103.16;13755.05;6728.84;11987.46;6597.6;9036.68;4057.61;10260.6;878.71;4766.28;0;0;52.4;445.46;8.17;0;42.85
M; 0 t/m  4 jaar;OPSTERLAND;776;704.98;486488.36;30173.39;4581.08;38260.88;15876.71;42760.94;10705.95;10745.9;15962.98;13956.65;0;6246.7;0;0;0;3109.12;725.41;0;24.4
M; 0 t/m  4 jaar;OSS;2208;1988.87;2955377.59;187934.74;40045.04;107573.4;65332.06;158495.91;46054.78;53705.24;96523.28;110338.68;11166.46;34670.98;0;0;310;4989.13;15.91;0;202.29
M; 0 t/m  4 jaar;OUDE IJSSELSTREEK;901;813.67;1353003.92;90377.76;2534.87;43824.58;22926.63;64719.89;27831.59;17042.77;39121.14;53271.12;666.67;14414.1;0;0;520;2097.36;0.86;0;77.23
M; 0 t/m  4 jaar;OUDER-AMSTEL;337;300.74;323111.8;25169.8;2139.99;15531.97;7600.26;20123.04;12090.85;6856.58;7371.46;14432.19;6006.02;3101.32;0;0;0;371.23;1.72;0;7178.97
M; 0 t/m  4 jaar;OUDEWATER;248;229.72;149023.39;11437.58;173.35;12536.9;5496.56;11354.43;3823.55;3913.33;10179.61;4748.69;0;2632.59;0;0;315;202.78;0;0;25.34
M; 0 t/m  4 jaar;OVERBETUWE;1346;1230.85;903995.86;99802.26;35484.27;66336.51;36940.18;87544.57;25822.74;25409.38;43270.45;56633.41;2584.47;16042.56;0;0;1209;2362.32;18.06;0;5324.58
M; 0 t/m  4 jaar;PAPENDRECHT;923;835.45;1179729.81;123397.54;25991.01;44849.01;25790.67;43790.29;21336.53;13522.44;50684.02;18845.27;0;13779.78;0;0;661.5;2152.69;1.72;0;69.31
M; 0 t/m  4 jaar;PEEL EN MAAS;970;885.6;786447.25;65146.75;130892.61;48449.6;29154.85;55165.01;9430.61;17341.37;31298.31;35808.27;19913.72;17289.38;0;0;162;1017.55;5.59;0;66.95
M; 0 t/m  4 jaar;PEKELA;298;272.68;575992.16;29435.27;8406.14;14540.8;9134.68;29884.02;10427.08;3203.66;8116.78;7522.91;12893.8;9153.99;0;0;0;143.5;7.31;0;74.92
M; 0 t/m  4 jaar;PIJNACKER-NOOTDORP;1678;1544.58;1922669.84;151186.08;22147.13;84091.61;44447.96;85208.01;30459.51;26264.04;44553.41;56070.05;994.96;23496.79;0;0;694.15;5943.97;12.9;0;1391.38
M; 0 t/m  4 jaar;PURMEREND;1928;1747.32;2605018.1;201303.13;76620.2;94040.68;54256.99;147399.63;57180.65;45922.96;51426.07;49428.79;0;27960.14;0;0;55;13960.78;27.09;0;6072.11
M; 0 t/m  4 jaar;PUTTEN;719;654.93;620064.66;59403.4;8143.42;35445.75;17377.38;34123.31;13089.23;16970;13204.67;29106.6;1408.5;12129.31;0;0;61;13175.77;9.03;0;358.07
M; 0 t/m  4 jaar;RAALTE;927;843.59;739834.55;65091.93;31405.5;46173.02;21895.8;52380.21;27015.78;12317.96;45363.38;62410.23;4852.6;13338.96;0;0;0;2253.63;21.93;0;75.93
M; 0 t/m  4 jaar;REIMERSWAAL;795;723.62;624094.4;62995.1;33249.48;37299.86;19112.44;35978.56;16739.5;11142.43;17902.4;21058.44;4498.52;8851.06;0;0;303;41670.62;0.43;0;37.94
M; 0 t/m  4 jaar;RENKUM;692;630.16;644359.73;61707.02;42.16;33728.68;15126.39;38209.6;10502.56;10559.52;19379.9;22950.95;0;8402;0;0;96;3371.79;15.48;0;503.08
M; 0 t/m  4 jaar;RENSWOUDE;163;147.9;87981.27;8951.33;4346.55;7725.9;3598.32;8582.84;2419.92;4707.57;8984.29;3360.09;0;1410.46;0;0;0;0;8.6;0;26.22
